harfbuzz-20230121-b63159e8b	b63159e8b	be8a87c45	Sat Jan 21 15:51:40 2023 -0700	[PairPosFormat1] Fix stride	commit b63159e8bf579345a6f56d04ad1b2c28eee66bacAuthor: Behdad Esfahbod <behdad@behdad.org>Date:   Sat Jan 21 15:50:48 2023 -0700    [PairPosFormat1] Fix stride        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=55287    and generally the lookup with MediumTypes.	55287	src/OT/Layout/GPOS/PairPosFormat1.hh;src/OT/Layout/GPOS/PairPosFormat2.hh;src/OT/Layout/GPOS/PairSet.hh;src/OT/Layout/GPOS/ValueFormat.hh	43;179;49;28;37;51;69;80;101;168;371
harfbuzz-20230102-9afe5f973	9afe5f973	4f013c42f	Mon Jan 2 11:46:45 2023 -0700	[vector] Fix leak	commit 9afe5f973ea62957542830662f4c61d3ce795678Author: Behdad Esfahbod <behdad@behdad.org>Date:   Mon Jan 2 11:44:29 2023 -0700    [vector] Fix leak        Discovered by https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=54767	54767	src/hb-vector.hh	233;240;366
harfbuzz-20220805-7fde6ab02	7fde6ab02	a4e0fd168	Fri Aug 5 15:10:31 2022 -0600	fuzzer fix: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=49790	commit 7fde6ab02560889c15f573f740b44b0463bcc45cAuthor: Qunxin Liu <qxliu@google.com>Date:   Fri Aug 5 13:33:22 2022 -0700    fuzzer fix: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=49790	49790	src/hb-ot-layout-common.hh;src/hb-serialize.hh	84;1380;1413;1495;1736;2124;315
harfbuzz-20220723-32c85b8c8	32c85b8c8	06c3ec0a1	Sat Jul 23 10:50:26 2022 -0600	[avar2] Fix mapping when coords length don\'t match	commit 32c85b8c8c1994e318dce49b928a7298a0b23560Author: Behdad Esfahbod <behdad@behdad.org>Date:   Sat Jul 23 10:50:26 2022 -0600    [avar2] Fix mapping when coords length don't match        Ouch.        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=49407	49407	src/hb-ot-var-avar-table.hh	186
harfbuzz-20220607-b59e25f25	b59e25f25	356c1f833	Tue Jun 7 09:27:44 2022 -0600	[cff] Try fixing Heap-buffer-overflow in CFF::Charset::collect_glyph_to_sid_map	commit b59e25f25ef20dddc7e4dff0432c63d1afe287aeAuthor: Behdad Esfahbod <behdad@behdad.org>Date:   Tue Jun 7 09:27:09 2022 -0600    [cff] Try fixing Heap-buffer-overflow in CFF::Charset::collect_glyph_to_sid_map        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47790	47790	src/hb-ot-cff1-table.hh	406
harfbuzz-20220321-03085132b	03085132b	116cc6923	Mon Mar 21 18:09:06 2022 -0600	[buffer] Fix out-buffer under memory-alloc failure	commit 03085132bac6bb3f69378cab3eaf5a57ad1362ffAuthor: Behdad Esfahbod <behdad@behdad.org>Date:   Mon Mar 21 18:06:33 2022 -0600    [buffer] Fix out-buffer under memory-alloc failure        This was broken in July refactoring of the buffer, and exposed to    ReverseChainSingleSubstFormat1 in 3807061d634b60bd6235d6e1d8c47a034377f924        Fixes:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=38800    https://bugs.chromium.org/p/chromium/issues/detail?id=1303552	38800	src/hb-buffer.cc	404
harfbuzz-20211027-85deddb16	85deddb16	de9424172	Wed Oct 27 16:16:15 2021 -0700	[subset] fuzzer fix: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=40406	commit 85deddb16ee6b00b0c921998e1d93c84002f5a42Author: Qunxin Liu <qxliu@google.com>Date:   Wed Oct 27 14:36:02 2021 -0700    [subset] fuzzer fix: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=40406	40406	src/hb-ot-color-colr-table.hh	971
harfbuzz-20210728-0ded6a70c	0ded6a70c	c65e1e084	Wed Jul 28 11:35:27 2021 -0600	[subset] Fix another fuzzer issue	commit 0ded6a70c829284a8220ce30a405b0a974061df4Author: Behdad Esfahbod <behdad@behdad.org>Date:   Wed Jul 28 11:28:38 2021 -0600    [subset] Fix another fuzzer issue        Addition could overflow on 32bit arch.        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=36636    Fixes https://oss-fuzz.com/testcase-detail/5072358514753536	36636	src/hb-serialize.hh	519
harfbuzz-20200418-22f7c61ac	22f7c61ac	f9bc37338	Sat Apr 18 15:42:30 2020 +0430	implement SID to glyph ID mapping with predefined Charset Also fixes oss-fuzz 21769	commit 22f7c61acf8073cb8db8db47e92aef18864a85c6Author: ariza <ariza@adobe.com>Date:   Fri Apr 17 23:49:51 2020 -0700    implement SID to glyph ID mapping with predefined Charset    Also fixes oss-fuzz 21769	21769	src/hb-ot-cff1-table.cc;src/hb-ot-cff1-table.hh	29;105;158;1217;1312;1357;67;74
harfbuzz-20200406-0d5695983	0d5695983	57b7de032	Mon Apr 6 13:41:33 2020 +0430	[subset] fixes dangling object_t issue in FeatureVariationRecord Fixes https://crbug.com/oss-fuzz/21560 revert () does not clean up useless object_t. Adjust the order of subsetting substitutions and conditions to avoid dangling object_t.	commit 0d5695983e8bf3184ecd4cb92f737b9dfe5d6d25Author: Qunxin Liu <qxliu@google.com>Date:   Sun Apr 5 18:44:26 2020 -0700    [subset] fixes dangling object_t issue in FeatureVariationRecord    Fixes https://crbug.com/oss-fuzz/21560    revert () does not clean up useless object_t. Adjust the order of    subsetting substitutions and conditions to avoid dangling object_t.	21560	src/hb-ot-layout-common.hh	2708
