arrow-java-20220303-e314d8d0d	e314d8d0d	93b192c7a	Thu Mar 3 15:16:51 2022 +0100	ARROW-15815: [C++][Parquet] Fix undefined behaviour on invalid input	commit e314d8d0d611c7f9ca7f2fbee174fcea3d0c66f2Author: Antoine Pitrou <antoine@python.org>Date:   Thu Mar 3 15:16:51 2022 +0100    ARROW-15815: [C++][Parquet] Fix undefined behaviour on invalid input        Found by OSS-Fuzz. Should fix the following issue:    - https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=44746        Closes #12532 from pitrou/ARROW-15815-parquet-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	44746	cpp/src/parquet/file_reader.cc;testing	146
arrow-java-20211208-001f47eb0	001f47eb0	c2a89e688	Wed Dec 8 20:37:56 2021 +0100	ARROW-15031: [C++] Fix crash on invalid Parquet file (OSS-Fuzz)	commit 001f47eb05f722d8e34b123e6673eeb8be836965Author: Antoine Pitrou <antoine@python.org>Date:   Wed Dec 8 20:37:56 2021 +0100    ARROW-15031: [C++] Fix crash on invalid Parquet file (OSS-Fuzz)        This should fix the following issue found by OSS-Fuzz:    - https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=42040        Closes #11907 from pitrou/ARROW-15031-parquet-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	42040	cpp/src/arrow/util/bit_stream_utils.h;testing	324
arrow-java-20211124-587ce1dc5	587ce1dc5	eb2fa2df6	Wed Nov 24 10:26:20 2021 +0100	ARROW-14792: [C++] Fix crash when reading DELTA_BYTE_ARRAY Parquet file	commit 587ce1dc5fcf4172591bdfdcb8882d47507d7daaAuthor: Antoine Pitrou <antoine@python.org>Date:   Wed Nov 24 10:26:20 2021 +0100    ARROW-14792: [C++] Fix crash when reading DELTA_BYTE_ARRAY Parquet file        Should fix the following issues (found by OSS-Fuzz):        * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=41221    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=41222        Closes #11756 from pitrou/ARROW-14792-delta-byte-array-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	41221	cpp/src/parquet/encoding.cc;testing	2424;2435;2461
arrow-java-20211122-a36dd8cd2	a36dd8cd2	50990ad5e	Mon Nov 22 16:27:56 2021 +0100	ARROW-14791: [C++] Fix crash when validating corrupt list array	commit a36dd8cd208582316322b0dd6e7569785c8f2780Author: Antoine Pitrou <antoine@python.org>Date:   Mon Nov 22 16:27:56 2021 +0100    ARROW-14791: [C++] Fix crash when validating corrupt list array        Should fix the following failure (found by OSS-Fuzz):    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=41143        Closes #11753 from pitrou/ARROW-14791-fuzz-ipc-stream        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	41143	cpp/src/arrow/array/validate.cc;testing	564
arrow-java-20211116-f1fcc4f2b	f1fcc4f2b	3abab2ee0	Tue Nov 16 11:57:09 2021 +0100	ARROW-14664: [C++] Fix accepted types for Parquet encoding DELTA_BYTE_ARRAY	commit f1fcc4f2bfe5b115bda96fa547da4c0b4328685cAuthor: Antoine Pitrou <antoine@python.org>Date:   Tue Nov 16 11:57:09 2021 +0100    ARROW-14664: [C++] Fix accepted types for Parquet encoding DELTA_BYTE_ARRAY        DELTA_BYTE_ARRAY is only applicable to BYTE_ARRAY but we would also accept FIXED_LEN_BYTE_ARRAY.    Casting the decoder to the expected subtype would then produce a null pointer.        Found by OSS-Fuzz.  Should fix the following issue:    - https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=40865        Closes #11664 from pitrou/ARROW-14664-parquet-encoding        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	40865	cpp/src/parquet/encoding.cc;testing	2709
arrow-java-20211104-fdc6a79b1	fdc6a79b1	a9ba3f2a2	Thu Nov 4 17:03:21 2021 -0400	ARROW-14593: [C++] Fix crashes on invalid IPC file (OSS-Fuzz)	commit fdc6a79b1028c8dae086ccba1cd6ce9f66f90fcbAuthor: Antoine Pitrou <antoine@python.org>Date:   Thu Nov 4 17:03:21 2021 -0400    ARROW-14593: [C++] Fix crashes on invalid IPC file (OSS-Fuzz)        Fix the following issues:    - https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=39978    - https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=40653        Closes #11610 from pitrou/ARROW-14593-ipc-file-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: David Li <li.davidm96@gmail.com>	39978	cpp/src/arrow/array/array_list_test.cc;cpp/src/arrow/array/array_nested.h;cpp/src/arrow/array/validate.cc;cpp/src/arrow/compute/kernels/scalar_nested.cc;cpp/src/arrow/compute/kernels/vector_nested.cc;cpp/src/arrow/compute/kernels/vector_nested_test.cc;cpp/src/arrow/type.h;testing	25;621;630;713;284;75;56;80;90;113;111;927
arrow-java-20211012-157d48ccd	157d48ccd	fd5865653	Tue Oct 12 10:52:37 2021 +0200	ARROW-14285: [C++] Fix crashes when pretty-printing data from valid IPC file	commit 157d48ccd47a488d419cc50d440a04c2796f1462Author: Antoine Pitrou <antoine@python.org>Date:   Tue Oct 12 10:52:37 2021 +0200    ARROW-14285: [C++] Fix crashes when pretty-printing data from valid IPC file        Should fix the following issues found by OSS-Fuzz:        * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=39677    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=39703    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=39763    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=39773        Closes #11382 from pitrou/ARROW-14285-oss-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	39677	cpp/src/arrow/pretty_print_test.cc;cpp/src/arrow/util/decimal.cc;cpp/src/arrow/util/formatting.h;testing	344;354;372;392;386;695;349;484
arrow-java-20210902-425b1cb25	425b1cb25	495c73496	Thu Sep 2 13:49:40 2021 +0200	ARROW-13850: [C++] Fix crashes on invalid Parquet data	commit 425b1cb256040411aca7202faf7124910ac3fdd8Author: Antoine Pitrou <antoine@python.org>Date:   Thu Sep 2 13:49:40 2021 +0200    ARROW-13850: [C++] Fix crashes on invalid Parquet data        Add validation to detect invalid DELTA_BINARY_PACKED data.        This should fix the following issues:    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37431    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37432    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37421        Closes #11060 from pitrou/ARROW-13850-parquet-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	37431	cpp/src/parquet/encoding.cc;testing	2105;2134
arrow-java-20210902-495c73496	495c73496	bbecb6ae5	Thu Sep 2 13:03:21 2021 +0200	ARROW-13846: [C++] Fix crashes on invalid IPC file	commit 495c734969f4af9288a8e745c29fb1d707a46baaAuthor: Antoine Pitrou <antoine@python.org>Date:   Thu Sep 2 13:03:21 2021 +0200    ARROW-13846: [C++] Fix crashes on invalid IPC file        Should fix the following issues found by OSS-Fuzz:    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37927    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37915    * https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=37888        Also add the IPC integration reference files to the fuzzing corpus, this may help find more issues.        Closes #11059 from pitrou/ARROW-13846-ipc-fuzz-crashes        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: Antoine Pitrou <antoine@python.org>	37927	cpp/build-support/fuzzing/generate_corpuses.sh;cpp/src/arrow/array/array_test.cc;cpp/src/arrow/array/util.cc;cpp/src/arrow/type.cc;testing	27;48;3214;78;111;146;169;206;279;292;88
arrow-java-20210604-649108e3d	649108e3d	60e972722	Fri Jun 4 09:57:05 2021 -0500	ARROW-12956: [C++] Fix crash on Parquet file (OSS-Fuzz)	commit 649108e3d8fca2cd056776ff70aede66d57873abAuthor: Antoine Pitrou <antoine@python.org>Date:   Fri Jun 4 09:57:05 2021 -0500    ARROW-12956: [C++] Fix crash on Parquet file (OSS-Fuzz)        Should fix https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=34521        Closes #10446 from pitrou/ARROW-12956-parquet-fuzz        Authored-by: Antoine Pitrou <antoine@python.org>    Signed-off-by: David Li <li.davidm96@gmail.com>	34521	cpp/src/parquet/file_reader.cc;testing	30;44;103
