Gdal-20230614-0ce188d490	0ce188d490	373dfdffe1	Wed Jun 14 22:14:12 2023 +0200	OpenFileGDB write: fix memory leak in error code path (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57365)	commit 0ce188d490f47bb33b64d1079631bbd48804f227Author: Even Rouault <even.rouault@spatialys.com>Date:   Wed Jun 14 22:14:12 2023 +0200    OpenFileGDB write: fix memory leak in error code path (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57365)	57365	ogr/ogrsf_frmts/openfilegdb/filegdbtable_write.cpp	1212
Gdal-20230605-4c2ff0f637	4c2ff0f637	92f9cee9a9	Mon Jun 5 14:44:21 2023 +0200	ZarrV3: fix crash on invalid shape/chunk_shape values (master only) (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=59607)	commit 4c2ff0f637e8e011558e4183cba71a9084a2f334Author: Even Rouault <even.rouault@spatialys.com>Date:   Mon Jun 5 14:44:21 2023 +0200    ZarrV3: fix crash on invalid shape/chunk_shape values (master only) (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=59607)	59607	autotest/gdrivers/zarr_driver.py;frmts/zarr/zarr_v3_array.cpp	2210;1598
Gdal-20230530-e09c248b1b	e09c248b1b	7bd4cb66eb a70e3390fe	Tue May 30 14:44:03 2023 +0200	Merge pull request #7861 from rouault/fix_ossfuzz_58469	commit e09c248b1bc149e97fbb3ebb27429434c39b0fd5Merge: 7bd4cb66eb a70e3390feAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Tue May 30 14:44:03 2023 +0200    Merge pull request #7861 from rouault/fix_ossfuzz_58469        netCDF vector: fix crash on invalid layer (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58469)	58469	frmts/netcdf/netcdfdataset.cpp;frmts/netcdf/netcdflayer.cpp	11578;2350;2371;2378;2385;2393;2405;2412
Gdal-20230530-7965c37fff	7965c37fff	57740a5d1e a109cd9ca7	Tue May 30 14:43:38 2023 +0200	Merge pull request #7856 from rouault/dgn_fix_ossfuzz_56771	commit 7965c37fff647e751b8500674716ccd00cccf348Merge: 57740a5d1e a109cd9ca7Author: Even Rouault <even.rouault@spatialys.com>Date:   Tue May 30 14:43:38 2023 +0200    Merge pull request #7856 from rouault/dgn_fix_ossfuzz_56771        DGN: CreateFeature(): fix crash on empty geometries (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56771)	56771	autotest/ogr/ogr_dgn.py;ogr/ogrsf_frmts/dgn/ogr_dgn.h;ogr/ogrsf_frmts/dgn/ogrdgnlayer.cpp	195;53;1017;1210;1222;1242;1272
Gdal-20230530-a70e3390fe	a70e3390fe	e3d2d6c108	Tue May 30 00:23:49 2023 +0200	netCDF vector: fix crash on invalid layer (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58469)	commit a70e3390fe005e4e69ce0fd3cc35c6f4970e2da6Author: Even Rouault <even.rouault@spatialys.com>Date:   Tue May 30 00:23:49 2023 +0200    netCDF vector: fix crash on invalid layer (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58469)	58469	frmts/netcdf/netcdfdataset.cpp;frmts/netcdf/netcdflayer.cpp	11578;2350;2372;2380;2388;2397;2410;2418
Gdal-20230529-927ec040b1	927ec040b1	3f77765fa6	Mon May 29 22:56:15 2023 +0200	DIPEx: fix memleak in error code path (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57478)	commit 927ec040b112c54410dab76124f456cceada2e97Author: Even Rouault <even.rouault@spatialys.com>Date:   Mon May 29 22:56:15 2023 +0200    DIPEx: fix memleak in error code path (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57478)	57478	frmts/raw/dipxdataset.cpp	153;167;192;202;212;229;238;252;315
Gdal-20230529-3f77765fa6	3f77765fa6	e8def82983	Mon May 29 22:51:10 2023 +0200	ERS: avoid integer overflow (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57472)	commit 3f77765fa651130171fd30b0e645f440577a54aeAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Mon May 29 22:51:10 2023 +0200    ERS: avoid integer overflow (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57472)	57472	frmts/ers/ersdataset.cpp	1066;1078
Gdal-20230529-e8def82983	e8def82983	e3d2d6c108	Mon May 29 22:43:59 2023 +0200	RawRasterBand::IRasterIO(): avoid harmless unsigned integer overflow (https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57371)	commit e8def8298317932ea7f6a0f95c4ede4de283d88aAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Mon May 29 22:43:59 2023 +0200    RawRasterBand::IRasterIO(): avoid harmless unsigned integer overflow (https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57371)	57371	gcore/rawdataset.cpp	1183;1196;1311;1320
Gdal-20230529-a109cd9ca7	a109cd9ca7	e3d2d6c108	Mon May 29 22:32:45 2023 +0200	DGN: CreateFeature(): fix crash on empty geometries (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56771)	commit a109cd9ca77129465c7ca720c6dedf49b46784b3Author: Even Rouault <even.rouault@spatialys.com>Date:   Mon May 29 22:32:45 2023 +0200    DGN: CreateFeature(): fix crash on empty geometries (fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56771)	56771	autotest/ogr/ogr_dgn.py;ogr/ogrsf_frmts/dgn/ogr_dgn.h;ogr/ogrsf_frmts/dgn/ogrdgnlayer.cpp	195;53;1017;1210;1230;1241;1271
Gdal-20230504-69af3977e0	69af3977e0	48a59e25be	Thu May 4 18:28:04 2023 +0200	SDTS: fix reading of polygon geometries (fixes #7680)	commit 69af3977e0610e351fec140a43aad58eca1e1e3eAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Thu May 4 18:27:59 2023 +0200    SDTS: fix reading of polygon geometries (fixes #7680)        Partially reverts commit 909a1dece84a07f2d4592860473b9080ddcd6ddd        I've verified that reverting this bogus if( !IsIndexed() ) return;    statement doesn't cause any memory use issue with the datasets of    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2773 both in    master, as well as going back to 2.3dev at commit    909a1dece84a07f2d4592860473b9080ddcd6ddd , so I'm not sure why this was    added at that time.	2773	autotest/ogr/ogr_sdts.py;frmts/sdts/sdtslinereader.cpp	49;75;92;269
