20230130-81607a62ca	81607a62ca	ec4939b170	Mon Jan 30 13:15:05 2023 +0300	Fix type inference	oss-fuzz #55358	ext/opcache/tests/jit/assign_obj_op_003.phpt	commit 81607a62ca85d016699e16344a5cebca9edba46aAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jan 30 13:15:05 2023 +0300  Fix type inference    Fixes oss-fuzz #55358
20220822-95befc786a	95befc786a	2a33280ceb	Mon Aug 22 21:11:39 2022 +0300	Fix type inference	oss-fuzz #50272	ext/opcache/tests/opt/inference_015.phpt	commit 95befc786ae89afc5b9b6c6d26fa26883e50ebf0Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 22 21:11:39 2022 +0300  Fix type inference    Fixes oss-fuzz #50272
20220801-69c10aed58	69c10aed58	4b19b85eb6	Mon Aug 1 15:32:49 2022 +0300	Fix incorrect guard motion out of the loop	oss-fuzz #49579	ext/opcache/tests/jit/assign_op_009.phpt	commit 69c10aed5846f8378a04fd6cd24e4b53dafc52c5Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 1 15:32:49 2022 +0300  Fix incorrect guard motion out of the loop    Fixes oss-fuzz #49579
20220801-af1a7b7b72	af1a7b7b72	4147257fc4	Mon Aug 1 14:00:19 2022 +0300	Fix SSA reconstruction when body of "foreach" loop is removed	oss-fuzz #49483	ext/opcache/tests/opt/fe_fetch_001.phpt	commit af1a7b7b72de7db01f32e84bdc7ced904cd68b81Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 1 14:00:19 2022 +0300  Fix SSA reconstruction when body of "foreach" loop is removed    Fixes oss-fuzz #49483
20220725-d50875c822	d50875c822	e70d282077	Mon Jul 25 15:53:06 2022 +0300	Fix type inference	oss-fuzz #49423	ext/opcache/tests/opt/inference_014.phpt	commit d50875c822a8f37262690f94de803e20f12ad23dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 15:53:06 2022 +0300  Fix type inference    Fixes oss-fuzz #49423 and #49474
20220725-d50875c822	d50875c822	e70d282077	Mon Jul 25 15:53:06 2022 +0300	Fix type inference	oss-fuzz #49423	ext/opcache/tests/opt/inference_014.phpt	commit d50875c822a8f37262690f94de803e20f12ad23dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 15:53:06 2022 +0300  Fix type inference    Fixes oss-fuzz #49423 and #49474
20220725-e70d282077	e70d282077	cc465ba0bb	Mon Jul 25 15:24:26 2022 +0300	JIT: Fix missing type stote	oss-fuzz #49402	ext/opcache/tests/jit/reg_alloc_016.phpt	commit e70d2820774b90af2ce99dbfcd481a8a80e3e44cAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 15:24:26 2022 +0300  JIT: Fix missing type stote    Fixes oss-fuzz #49402
20220718-82d3ad64df	82d3ad64df	4b38779a48	Mon Jul 18 14:20:06 2022 +0300	Fix type inference	oss-fuzz #48908	ext/opcache/tests/opt/inference_013.phpt	commit 82d3ad64df7f2f20285afd9f65cf233bb924a6b0Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 18 14:20:06 2022 +0300  Fix type inference    Fixes oss-fuzz #48908
20220718-bd30eff5de	bd30eff5de	d830a1f6f0	Mon Jul 18 13:14:15 2022 +0300	Fix type inference for FETCH_DI_UNSET	oss-fuzz #48507	ext/opcache/tests/opt/inference_012.phpt	commit bd30eff5deefdd2bf33fd5d9023c00496edac941Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 18 13:14:15 2022 +0300  Fix type inference for FETCH_DI_UNSET    Fixes oss-fuzz #48507
20220620-229e80c6ef	229e80c6ef	e330f443c9	Mon Jun 20 10:59:37 2022 +0300	Fix memory leak	oss-fuzz #48051	ext/opcache/tests/opt/inline_001.phpt	commit 229e80c6ef507cc26dbd02f0b392f270e1fb6ebeAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 20 10:59:37 2022 +0300  Fix memory leak    This fixes oss-fuzz #48051
20220606-088e5677fb	088e5677fb	e864cb61a7	Mon Jun 6 11:35:01 2022 +0300	Fix memory leak	oss-fuzz #47791	ext/reflection/tests/ReflectionClass_getMethods_004.phpt	commit 088e5677fbfa41d0c66d756e3076b30c500db126Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 6 11:35:01 2022 +0300  Fix memory leak    This fixes oss-fuzz #47791
20220606-b86c6245cc	b86c6245cc	98e1291b7e	Mon Jun 6 11:13:53 2022 +0300	Fix type inference	oss-fuzz #47777	ext/opcache/tests/opt/inference_009.phpt	commit b86c6245cc7dd739a526c29748725b59926b17ccAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 6 11:13:53 2022 +0300  Fix type inference    This fixes oss-fuzz #47777
20220516-84ea0aa684	84ea0aa684	05375602a7	Mon May 16 13:45:31 2022 +0300	Fix memory leak	oss-fuzz #47448	ext/opcache/tests/opt/sccp_040.phpt	commit 84ea0aa6840b814f84b241e151472a352616b314Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon May 16 13:45:31 2022 +0300  Fix memory leak    This fixes oss-fuzz #47448
20220516-05375602a7	05375602a7	5a39f4c7cc	Mon May 16 12:41:25 2022 +0300	Fix type inference	oss-fuzz #47422	ext/opcache/tests/opt/inference_008.phpt	commit 05375602a756e8ca7220480bdb8cec5b8bdd1f0dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon May 16 12:41:25 2022 +0300  Fix type inference    This fixes oss-fuzz #47422
20220511-84c1e99ecf	84c1e99ecf	f1fc58ed8d	Wed May 11 12:39:26 2022 +0300	Fix type inference	oss-fuzz #47044	ext/opcache/tests/opt/inference_007.phpt	commit 84c1e99ecfc8c5e025f07573f033cc60ccae8db3Author: Dmitry Stogov <dmitry@zend.com>Date:  Wed May 11 12:39:26 2022 +0300  Fix type inference    This fizes oss-fuzz #47044
20220511-3f1e1b9ddf	3f1e1b9ddf	23a2030438	Wed May 11 12:09:11 2022 +0300	Fix type inference	oss-fuzz #47049	ext/opcache/tests/opt/inference_006.phpt	commit 3f1e1b9ddfd5f7fe7706347109df14b261cf0855Author: Dmitry Stogov <dmitry@zend.com>Date:  Wed May 11 12:09:11 2022 +0300  Fix type inference    This fixes oss-fuzz #47049
20220425-948ef10dd0	948ef10dd0	1aa5e9392d	Mon Apr 25 13:31:01 2022 +0300	Fix ISSET_ISEMPTY_VAR missoptimization	oss-fuzz #46909	ext/opcache/tests/opt/isset_var_001.phpt	commit 948ef10dd0f9ad5781f906d8a75f00ac1af059bdAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 13:31:01 2022 +0300  Fix ISSET_ISEMPTY_VAR missoptimization    This fixes oss-fuzz #46909
20220425-3e78964742	3e78964742	8286de2fd3	Mon Apr 25 12:15:55 2022 +0300	Fix type inference	oss-fuzz #46840	ext/opcache/tests/opt/inference_005.phpt	commit 3e78964742c05f6529615a48f75cbde7f7b3a1e2Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 12:15:55 2022 +0300  Fix type inference    Use MAY_BE_NULL result (insted of empty) for ASSIGN_DIM with invalid arguments  This fixes oss-fuzz #46840
20220425-8286de2fd3	8286de2fd3	a74b865123	Mon Apr 25 11:16:10 2022 +0300	Fix type narrowing warning during type inference of ZEND_FETCH_DIM_W	oss-fuzz #45820	ext/opcache/tests/opt/inference_004.phpt	commit 8286de2fd38215a4743aa9a9790f2bca951aa1bfAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 11:16:10 2022 +0300  Fix type narrowing warning during type inference of ZEND_FETCH_DIM_W    Fixes oss-fuzz #45820
20220418-c3a30544ad	c3a30544ad	04e59c916f	Mon Apr 18 11:34:18 2022 +0300	JIT: Fixed incorrect guard	oss-fuzz #46704	ext/opcache/tests/jit/fetch_obj_010.phpt	commit c3a30544ada06b2de681991308b2e8212a912689Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 18 11:34:18 2022 +0300  JIT: Fixed incorrect guard    Fixes oss-fuzz #46704
20220404-c489e360a6	c489e360a6	c0bb238483	Mon Apr 4 16:36:25 2022 +0300	JIT: Fix array clobbering by user error handler	oss-fuzz #46336	ext/opcache/tests/jit/assign_dim_015.phpt	commit c489e360a67e8d523b001be3140195c2e4bc7473Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 16:36:25 2022 +0300  JIT: Fix array clobbering by user error handler    Fixes oss-fuzz #46336
20220404-c0bb238483	c0bb238483	9cb512ecc1	Mon Apr 4 15:34:02 2022 +0300	Fixed reference counting inference	oss-fuzz #46084	ext/opcache/tests/jit/fetch_dim_r_013.phpt	commit c0bb238483229fd08282a124074a5cef09b52a6cAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 15:34:02 2022 +0300  Fixed reference counting inference    Fixes oss-fuzz #46084
20220318-3d6a7e2bd5	3d6a7e2bd5	d0417ebc93	Fri Mar 18 18:54:47 2022 +0300	JIT: Fix missing exception handling	oss-fuzz #45649	ext/opcache/tests/jit/bw_not_002.phpt	commit 3d6a7e2bd5edad4243dd3c1780dcad0ff6004f3eAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 18 18:54:47 2022 +0300  JIT: Fix missing exception handling    Fixes oss-fuzz #45649
20220314-2b7431cf5b	2b7431cf5b	e20f955e44	Mon Mar 14 12:57:37 2022 +0300	Fix memory leak	oss-fuzz #45535	ext/opcache/tests/jit/assign_052.phpt	commit 2b7431cf5b2157c71265616c46a455212cf949d5Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 14 12:57:37 2022 +0300  Fix memory leak    Fixed oss-fuzz #45535
20220314-9792f0db76	9792f0db76	2b2aeb989e	Mon Mar 14 09:48:58 2022 +0300	JIT: Fix type store	oss-fuzz #45190	ext/opcache/tests/jit/reg_alloc_012.phpt	commit 9792f0db76c25af41fbde37265d3125996a64e71Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 14 09:48:58 2022 +0300  JIT: Fix type store    Fixes oss-fuzz #45190
20220311-770a544af4	770a544af4	f7608df78d	Fri Mar 11 14:30:27 2022 +0300	Optimizer: Fix inorrect constant substitution in FETCH_LIST_R	oss-fuzz #45429	ext/opcache/tests/opt/block_pass_003.phpt	commit 770a544af4c0c3dcff115e60b607f8782a7d21d4Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 11 14:30:27 2022 +0300  Optimizer: Fix inorrect constant substitution in FETCH_LIST_R    Fixes oss-fuzz #45429
20220311-151d2ac5ae	151d2ac5ae	7eb972c456	Fri Mar 11 11:32:23 2022 +0300	Fixed memory leak	oss-fuzz #45191	ext/opcache/tests/opt/sccp_038.phpt	commit 151d2ac5ae73ebc0fc5613b6f821f433e6f3aac3Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 11 11:32:23 2022 +0300  Fixed memory leak    Fixes oss-fuzz #45191
20220301-bb0b4eb996	bb0b4eb996	aced867a95	Tue Mar 1 00:00:22 2022 +0300	Fix infiniry recursion during serialize() of "tricky" object	oss-fuzz #44954	ext/standard/tests/serialize/serialization_objects_016.phpt	commit bb0b4eb996c86b927df86f6bdb1e8ac0749e5333Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Mar 1 00:00:22 2022 +0300  Fix infiniry recursion during serialize() of "tricky" object    Fixes oss-fuzz #44954
20220228-aced867a95	aced867a95	f67986a921	Mon Feb 28 18:25:49 2022 +0300	Fix typr inference	oss-fuzz #45020	ext/opcache/tests/jit/assign_dim_013.phpt	commit aced867a952c189a3968a9ecf3e6ca28facc2153Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Feb 28 18:25:49 2022 +0300  Fix typr inference    Fixes oss-fuzz #45020
20220218-84a638a346	84a638a346	8f5480e7eb	Fri Feb 18 12:20:40 2022 +0300	Fix memory leak	oss-fuzz #44685	Zend/tests/generators/errors/resume_running_generator_error_002.phpt	commit 84a638a346f918e1ed6afc23f8ea1b7b7b90df1bAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 18 12:20:40 2022 +0300  Fix memory leak    Fixes oss-fuzz #44685
20220211-73fed0f028	73fed0f028	a506b0006e	Fri Feb 11 15:16:08 2022 +0300	Fix emory leak	oss-fuzz #44408	Zend/tests/closure_063.phpt	commit 73fed0f0285f0b225f10884d19eb26d3cfbd5084Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 15:16:08 2022 +0300  Fix emory leak    Fixes oss-fuzz #44408
20220211-7434909dc6	7434909dc6	0d6b173532	Fri Feb 11 13:03:36 2022 +0300	Fix type inference	oss-fuzz #44407	ext/opcache/tests/jit/assign_dim_012.phpt	commit 7434909dc652feca55da7e29db81d1f4cd09b9adAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 13:03:36 2022 +0300  Fix type inference    Fixes oss-fuzz #44407
20220201-a60a9b4a89	a60a9b4a89	54c952f11f	Tue Feb 1 16:24:22 2022 +0300	Fix memory leak	oss-fuzz #44222	Zend/tests/nullsafe_operator/040.phpt	commit a60a9b4a89b4fa40f8980a0a35a7088860cb8a4dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Tue Feb 1 16:24:22 2022 +0300  Fix memory leak    Fixes oss-fuzz #44222
20220128-54c952f11f	54c952f11f	f711c9603d	Fri Jan 28 16:27:55 2022 +0300	JIT: Fix incorrect type store elimination	oss-fuzz #43737	ext/opcache/tests/jit/assign_050.phpt	commit 54c952f11fbc3e877ddb729b78e9814eb3f79157Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Jan 28 16:27:55 2022 +0300  JIT: Fix incorrect type store elimination    Fixes oss-fuzz #43737
20220110-698ac23711	698ac23711	71d6501346	Mon Jan 10 19:39:19 2022 +0300	Fixed NAN handling in SCCP	oss-fuzz #43341	ext/opcache/tests/opt/sccp_036.phpt	commit 698ac23711503cb3a2c0ae1965447598597ac468Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jan 10 19:39:19 2022 +0300  Fixed NAN handling in SCCP    Fixes oss-fuzz #43341
20211228-de358f856f	de358f856f	87d9e02f01	Tue Dec 28 09:57:03 2021 +0300	Fix reference contig inference	oss-fuzz #43032	ext/opcache/tests/jit/fetch_obj_009.phpt	commit de358f856fea56ad2b7ff79f3f7daa91ee99b32aAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Tue Dec 28 09:57:03 2021 +0300  Fix reference contig inference    Fixes oss-fuzz #43032
20211224-2b81156f2a	2b81156f2a	3f0bb67361	Fri Dec 24 13:10:22 2021 +0300	Fix memory leak in SCCP	oss-fuzz #42878	ext/opcache/tests/opt/sccp_035.phpt	commit 2b81156f2a64ae99a4d431983e7c5a4ec7b817f7Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Dec 24 13:10:22 2021 +0300  Fix memory leak in SCCP    Fixes oss-fuzz #42878
20211220-e004e844f7	e004e844f7	7c674e1aa7	Mon Dec 20 15:06:32 2021 +0300	Fix incorrect optimization of ASSIGN_OP that may lead to memory leak	oss-fuzz #42506	ext/opcache/tests/opt/assign_op_001.phpt	commit e004e844f74998878853517d900f99dbc1e9db3dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Dec 20 15:06:32 2021 +0300  Fix incorrect optimization of ASSIGN_OP that may lead to memory leak    Fixes oss-fuzz #42506
20211220-f18bb2477f	f18bb2477f	1481d66343	Mon Dec 20 11:40:11 2021 +0300	Fix type inference for INIT_ARRAY with invalid index	oss-fuzz #42568	ext/opcache/tests/opt/inference_002.phpt	commit f18bb2477fba864d20d2c3b7422e5b9ce88f1f79Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Dec 20 11:40:11 2021 +0300  Fix type inference for INIT_ARRAY with invalid index    Fixes oss-fuzz #42568
20211217-66306030ad	66306030ad	49380b59d2	Fri Dec 17 12:31:48 2021 +0300	JIT: Fix incorrect type store elimination	oss-fuzz #42388	ext/opcache/tests/jit/assign_048.phpt	commit 66306030ad26da49bbc6c07624fa3b4b1f1d9757Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Dec 17 12:31:48 2021 +0300  JIT: Fix incorrect type store elimination    Fixes oss-fuzz #42388
20211213-cbc0b1afeb	cbc0b1afeb	230de7721f	Mon Dec 13 14:59:30 2021 +0300	Fix array clobering by user error handler	oss-fuzz #42234	Zend/tests/objects_035.phpt	commit cbc0b1afeb97044f7a813e8678736649c15f3974Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Dec 13 14:59:30 2021 +0300  Fix array clobering by user error handler    Fixes oss-fuzz #42234
20211213-230de7721f	230de7721f	e79dbe1124	Mon Dec 13 13:08:05 2021 +0300	Fix incorrect optimization that leads to memory leak	oss-fuzz #42221	ext/opcache/tests/opt/sccp_034.phpt	commit 230de7721f17ca0aeb85d819f1d4001a6be56d22Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Dec 13 13:08:05 2021 +0300  Fix incorrect optimization that leads to memory leak    Fixes oss-fuzz #42221
20211209-7e080183f4	7e080183f4	7d4fdf1510	Thu Dec 9 18:15:47 2021 +0300	Fix crush after compilation of nullsafe operator introduced in 307e476e86e19135976ba7e686558de68dbb9b29	oss-fuzz #42152	Zend/tests/bug81216_2.phpt	commit 7e080183f48b8da54038ecaedd1534cd49cf56b0Author: Dmitry Stogov <dmitry@zend.com>Date:  Thu Dec 9 18:15:47 2021 +0300  Fix crush after compilation of nullsafe operator introduced in 307e476e86e19135976ba7e686558de68dbb9b29    Now we flush only delayed opcodes realted to this nullsafe operator.    Fixes oss-fuzz #42152
20211206-5459ed4c2f	5459ed4c2f	4ed10f3d47	Mon Dec 6 13:08:27 2021 +0300	Fix use after free because of data clobbering by user error handler	oss-fuzz #41692	Zend/tests/falsetoarray_002.phpt	commit 5459ed4c2fbc25560da3808e823c0503704a8f31Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Dec 6 13:08:27 2021 +0300  Fix use after free because of data clobbering by user error handler    Fixes oss-fuzz #41692
