flac-20230508-afad04f0	afad04f0	ebc2a696	Mon May 8 19:39:08 2023 +0200	Fix undefined shift	commit afad04f0a91e9c06f89eacfae496356a16762358Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Mon May 8 16:26:22 2023 +0200    Fix undefined shift        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58602	58602	src/flac/encode.c	2425
flac-20230508-ebc2a696	ebc2a696	183b22ac	Mon May 8 19:39:08 2023 +0200	Fix mistake in eba4b6f and add check to seektable_is_legal	commit ebc2a696973f319c045b9bab87a69b84af7fce9eAuthor: Martijn van Beurden <mvanb1@gmail.com>Date:   Sun May 7 15:44:12 2023 +0200    Fix mistake in eba4b6f and add check to seektable_is_legal        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58546	58546	src/libFLAC/format.c;src/libFLAC/metadata_object.c	247;931
flac-20230504-af6df3b9	af6df3b9	321c4aeb	Thu May 4 20:48:36 2023 +0200	Fix cuesheet parsing code skipping a digit	commit af6df3b9532ec88ef6e2a8cfa4b84f5ae7cdb06eAuthor: Martijn van Beurden <mvanb1@gmail.com>Date:   Thu May 4 14:58:48 2023 +0200    Fix cuesheet parsing code skipping a digit        The code parsing cuepoints of the form MM:SS.SS, which is only    allowed for non-CDDA, had a bug where the first S of the above    template was skipped. That meant that 00:12.34 was parsed as    00:02.34. This is not covered in the test suite, but fuzzing    stumbled on it as 00: as input made the parser skip the string-    terminating nul.        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57320	57320	src/share/grabbag/cuesheet.c	188
flac-20230502-072cfdf5	072cfdf5	645d651e	Tue May 2 07:34:12 2023 +0200	Try to fix unreproducible memory leak in metaflac	commit 072cfdf5b274579f00b21c995a4051e21210b195Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Mon May 1 19:39:20 2023 +0200    Try to fix unreproducible memory leak in metaflac        It seems the fuzzer tries to add a picture file, for which the    file was available during fuzzing but not during reproducing. This    fix seems the most logical place it was failing.        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58371	58371	src/metaflac/operations_shorthand_picture.c	136
flac-20230428-763e1856	763e1856	c7861aa8	Fri Apr 28 11:43:38 2023 +0200	Hide unreproducible bug that is probably harmless	commit 763e185671817a55cb41405b787dc411f4935901Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Fri Apr 28 08:57:18 2023 +0200    Hide unreproducible bug that is probably harmless        Issue https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56395    remains unreproducible to me, and the whole problem doesn't seem    to make any sense. Even downloading the affected build and running    it locally doesn't reproduce the problem.        As this is probably a harmless bug (if it is a bug) that is    triggered by an assert but is handled anyway, I'm hiding the assert    so the handling is fuzzed when the assert is removed, as in    production code.	56395	src/flac/encode.c	1520
flac-20230425-01fb0610	01fb0610	3e3b4407	Tue Apr 25 07:38:58 2023 +0200	Fix mistakes in 29d1460 and simplify	commit 01fb06103d21c199915f0926db44e896f58c07fbAuthor: Martijn van Beurden <mvanb1@gmail.com>Date:   Mon Apr 24 10:53:44 2023 +0200    Fix mistakes in 29d1460 and simplify        Return false was used instead of return -1. Also, overflow is    checked with signed int, which triggers the undefined behaviour    sanitizer. Instead, be a little more strict, such large values    aren't useful in this context anyway.        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58268	58268	src/share/grabbag/cuesheet.c	55;97;112;189
flac-20230420-d2060f48	d2060f48	798fe376	Thu Apr 20 11:52:38 2023 +0200	Fix division by zero when handling sample rate == 0	commit d2060f48e5f832aecb43ee074a7071492d05ab3dAuthor: Martijn van Beurden <mvanb1@gmail.com>Date:   Wed Apr 19 11:38:00 2023 +0200    Fix division by zero when handling sample rate == 0        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58142	58142	src/flac/encode.c	1951;2015;2180
flac-20230408-851c0b9c	851c0b9c	499f85f9	Sat Apr 8 09:21:03 2023 +0200	Fix another leak in metaflac	commit 851c0b9c155ecb7d684f5c1d15143fdae2732d78Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Fri Apr 7 21:28:06 2023 +0200    Fix another leak in metaflac        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57362	57362	src/metaflac/operations_shorthand_cuesheet.c	146
flac-20230408-775d214c	775d214c	bacc9d8c	Sat Apr 8 09:21:03 2023 +0200	Fix leak in metaflac	commit 775d214cddd7b77d18bb7ca419adec0e933eea68Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Fri Apr 7 20:45:28 2023 +0200    Fix leak in metaflac        This leak seems to have been introduced by b3b9176        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57641	57641	src/metaflac/operations.c	197
flac-20230320-68f605bd	68f605bd	6633d2f9	Mon Mar 20 19:21:23 2023 +0100	Fix mistakes in _compute_best_predictor_limit_residual_intrin_* (#572)	commit 68f605bd281a37890ed696555a52c6180457164fAuthor: Martijn van Beurden <mvanb1@gmail.com>Date:   Mon Mar 20 19:21:23 2023 +0100    Fix mistakes in _compute_best_predictor_limit_residual_intrin_* (#572)        I made a few mistakes in these functions, adding instead of or-ing    and xor-ing instead of or-ing. The issue linked below seems to    relate to something completely different, but it is in fact a    result of triggering these mistakes further down the line.        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57071	57071	src/libFLAC/fixed_intrin_avx2.c;src/libFLAC/fixed_intrin_sse42.c;src/libFLAC/stream_encoder.c	251;259;267;275;283;296;130;138;146;154;162;175;1064
flac-20230318-f4220895	f4220895	9593b949	Sat Mar 18 22:55:35 2023 +0100	Fix null dereference	commit f4220895bb355d2d608704110b80f21c29e0ffa2Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Sat Mar 18 11:49:59 2023 +0100    Fix null dereference        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57032	57032	src/flac/decode.c	707
flac-20230303-fe19b113	fe19b113	3857234f	Fri Mar 3 16:35:31 2023 +0100	Fix use of undefined value in flac	commit fe19b113a9b9065fd246e777e5f87cabadfdea07Author: Martijn van Beurden <mvanb1@gmail.com>Date:   Fri Mar 3 08:19:38 2023 +0100    Fix use of undefined value in flac        Credit: Oss-Fuzz    Issue: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56327	56327	src/flac/encode.c	1490
