bloaty-20190905-7a4fef7	7a4fef7	f8e2914	Thu Sep 5 09:23:03 2019 -0700	Fixed bug found by fuzzing.	commit 7a4fef77a3c126fddad76bdc24555e59a45e7340Author: Joshua Haberman <jhaberman@gmail.com>Date:   Thu Sep 5 09:23:03 2019 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for the report:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=16955	16955	src/macho.cc	87;445
bloaty-20190901-0e1a6a1	0e1a6a1	63eec60	Sun Sep 1 12:10:25 2019 -0700	Fixed bug found by fuzzing.	commit 0e1a6a1098a18d4e2fe18ff21953d6ee790cc36bAuthor: Joshua Haberman <jhaberman@gmail.com>Date:   Sun Sep 1 12:10:25 2019 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for the report:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=14339	14339	src/webassembly.cc	118
bloaty-20190901-63eec60	63eec60	cc5840a	Sun Sep 1 11:48:24 2019 -0700	Fixed overflow found by fuzzing.	commit 63eec609324413e222a946bc5e6c16dab2e33a43Author: Joshua Haberman <jhaberman@gmail.com>Date:   Sun Sep 1 11:48:24 2019 -0700    Fixed overflow found by fuzzing.        Thanks to OSS-Fuzz for the report:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15527	15527	src/elf.cc	784
bloaty-20180722-3028ca5	3028ca5	c92ce3d	Sun Jul 22 06:36:44 2018 -0700	Fixed bug found by fuzzing.	commit 3028ca5e4ab5ad883d3b6246ba587d6c71d89766Author: Joshua Haberman <jhaberman@gmail.com>Date:   Sun Jul 22 06:36:44 2018 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=9540	9540	src/webassembly.cc	102
bloaty-20180522-b06e4d4	b06e4d4	054788b	Tue May 22 09:16:56 2018 -0700	Fixed bug found by fuzzing.	commit b06e4d4d15efa704491596e3398285c03f0e0edaAuthor: Josh Haberman <jhaberman@gmail.com>Date:   Tue May 22 09:16:56 2018 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=8450	8450	src/elf.cc	111;214
bloaty-20180519-584fe46	584fe46	5286be1	Sat May 19 10:04:47 2018 -0700	Fixed bug found by fuzzing.	commit 584fe462456ffc3242e6ded22b3a496079497dfdAuthor: Joshua Haberman <jhaberman@gmail.com>Date:   Sat May 19 10:04:47 2018 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6729    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6516	6729	src/dwarf.cc	122;140
bloaty-20180519-5286be1	5286be1	c2ba7f9	Sat May 19 09:48:28 2018 -0700	Fixed bug found by fuzzing.	commit 5286be147e168aa21c826028729a4ebd91b96205Author: Joshua Haberman <jhaberman@gmail.com>Date:   Sat May 19 09:48:28 2018 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6502	6502	src/dwarf.cc	1584
bloaty-20180519-c2ba7f9	c2ba7f9	c7ab0fb	Sat May 19 09:29:20 2018 -0700	Fixed bug found by fuzzing.	commit c2ba7f9045c2424d161e89c708e5781a95d01ba1Author: Joshua Haberman <jhaberman@gmail.com>Date:   Sat May 19 09:29:20 2018 -0700    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6468	6468	src/bloaty.cc;src/bloaty.h	874;886;899;918;928;1074;230
bloaty-20180219-7e8e9a3	7e8e9a3	18384d6	Mon Feb 19 13:51:29 2018 -0800	Fixed bug found by fuzzing.	commit 7e8e9a3c8584f9ed4aa662e30bbf215b97453c00Author: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 13:51:29 2018 -0800    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6454	6454	src/dwarf.cc	178;203;222;237;423;431;463;756;849;858;877;1080;1486;2021
bloaty-20180219-18384d6	18384d6	a950a61	Mon Feb 19 13:36:36 2018 -0800	Fixed bug found by fuzzing.	commit 18384d6c6cbb666d08d08c0dabc4a0d1b7623f6fAuthor: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 13:36:36 2018 -0800    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=5873	5873	src/disassemble.cc	46
bloaty-20180219-a950a61	a950a61	bec5ee3	Mon Feb 19 13:29:23 2018 -0800	Fixed divide-by-zero found by fuzzing.	commit a950a61921c3aaaf31e27fad1727a1ddf528df1eAuthor: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 13:29:23 2018 -0800    Fixed divide-by-zero found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=5766	5766	src/dwarf.cc	1090
bloaty-20180219-bec5ee3	bec5ee3	c7c1984	Mon Feb 19 13:29:08 2018 -0800	Fixed bug found by fuzzing.	commit bec5ee3f6160a40d79f8652169dfc9c0483fc733Author: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 13:29:08 2018 -0800    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=5716	5716	src/range_map.cc;src/range_map.h;tests/range_map_test.cc	234;268;66;302;284;318
bloaty-20180219-c7c1984	c7c1984	36c411c	Mon Feb 19 13:27:56 2018 -0800	Fixed overflow found by fuzzing.	commit c7c1984c7a4daee639c3a25ac46b3bb3a0adcfbfAuthor: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 13:27:56 2018 -0800    Fixed overflow found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=5714	5714	src/bloaty.cc	996
bloaty-20180219-36c411c	36c411c	8a341b4	Mon Feb 19 12:02:56 2018 -0800	Fixed hang found by fuzzing.	commit 36c411cf3782a783eaaefab304eb2c1249f470f5Author: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 12:02:56 2018 -0800    Fixed hang found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=4521	4521	src/macho.cc	125
bloaty-20180219-8a341b4	8a341b4	390d20a	Mon Feb 19 00:22:46 2018 -0800	Fixed bug found by fuzzing.	commit 8a341b45c79864fc43cea77fa2cfbff4f52578b6Author: Josh Haberman <jhaberman@gmail.com>Date:   Mon Feb 19 00:22:46 2018 -0800    Fixed bug found by fuzzing.        Thanks to OSS-Fuzz for finding the bug.    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=4423	4423	src/macho.cc	50
