open62541-20191014-cc7d2558f	cc7d2558f	9e0a81f51	Mon Oct 14 11:19:09 2019 +0200	fix: Use-of-uninitialized-value in json decode	commit cc7d2558ff2f63859ee1301b5d07b8b110f6cd6eAuthor: Stefan Profanter <git@s.profanter.me>Date:   Mon Oct 14 09:53:59 2019 +0200    fix: Use-of-uninitialized-value in json decode        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=14620    Credit to oss-fuzz	14620	src/ua_types_encoding_json.c	2259
open62541-20191010-656c3a3df	656c3a3df	ad52836b5	Thu Oct 10 14:09:18 2019 +0200	fix(json): signed integer overflow in subtraction	commit 656c3a3dfa1a99592a35ec6c975578f41ccdc4dbAuthor: Stefan Profanter <git@s.profanter.me>Date:   Thu Oct 10 11:58:45 2019 +0200    fix(json): signed integer overflow in subtraction        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=14853    Credit to oss-fuzz	14853	src/ua_types_encoding_json.c	2622
open62541-20191010-ad52836b5	ad52836b5	7d6f3484d	Thu Oct 10 14:09:18 2019 +0200	fix(json): signed integer overflow if value is UA_INT64_MIN	commit ad52836b5e3ed6826c57e0c370af620d5e6cc243Author: Stefan Profanter <git@s.profanter.me>Date:   Thu Oct 10 11:47:17 2019 +0200    fix(json): signed integer overflow if value is UA_INT64_MIN        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15334    Credit to oss-fuzz	15334	deps/itoa.c;include/open62541/types.h	69;104;113
open62541-20191010-7d6f3484d	7d6f3484d	aefbc589e	Thu Oct 10 14:09:18 2019 +0200	fix: Zero pointer access when invalid type of extension object in json	commit 7d6f3484de360bd9c6695b3fc605fe4d78f71339Author: Stefan Profanter <git@s.profanter.me>Date:   Thu Oct 10 10:12:48 2019 +0200    fix: Zero pointer access when invalid type of extension object in json        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=17637    Credit to oss-fuzz	17637	src/ua_types_encoding_json.c	2946
open62541-20191010-aefbc589e	aefbc589e	42a9b6a42	Thu Oct 10 14:09:18 2019 +0200	fix: Zero pointer access on invalid node	commit aefbc589ee91958d6b32259f66b96054d61baf81Author: Stefan Profanter <git@s.profanter.me>Date:   Thu Oct 10 10:00:30 2019 +0200    fix: Zero pointer access on invalid node        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=17099    Credit to oss-fuzz	17099	src/server/ua_subscription_events.c	13
open62541-20190904-c455ed1e6	c455ed1e6	4f8faace3	Wed Sep 4 08:21:12 2019 +0200	fix(server): Do not allow node having itself as parent. Fixes stack-overflow	commit c455ed1e67f30ba8eaf622627cd54f8159877bbcAuthor: Stefan Profanter <git@s.profanter.me>Date:   Tue Sep 3 16:26:25 2019 +0200    fix(server): Do not allow node having itself as parent. Fixes stack-overflow        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=16141    Credit to oss-fuzz	16141	src/server/ua_services_nodemanagement.c	638
open62541-20190311-7722d7d23	7722d7d23	ea6b129ae	Mon Mar 11 16:15:33 2019 +0100	Stack: Fix null-dereference READ	commit 7722d7d2345c23b5eecb1d446c4b980617338c72Author: Stefan Profanter <git@s.profanter.me>Date:   Thu Mar 7 17:18:38 2019 +0100    Stack: Fix null-dereference READ        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=13573        Credit to oss-fuzz	13573	plugins/ua_config_default.c	272
open62541-20181130-e1a99d91c	e1a99d91c	4b7c5c251	Fri Nov 30 08:49:51 2018 +0100	Stack: Fix OOM check while copying variable attributes	commit e1a99d91cdeac56431d28e7b5cb6aa995095dc01Author: Stefan Profanter <git@s.profanter.me>Date:   Wed Nov 28 15:12:37 2018 +0100    Stack: Fix OOM check while copying variable attributes        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11591        Credit to oss-fuzz	11591	src/server/ua_nodes.c	326
open62541-20181130-4b7c5c251	4b7c5c251	f4f8cdc4c	Fri Nov 30 08:49:51 2018 +0100	Stack: Fix OOM check for access control	commit 4b7c5c251c1e3f447873a4aecab4dece132b324cAuthor: Stefan Profanter <git@s.profanter.me>Date:   Wed Nov 28 15:05:44 2018 +0100    Stack: Fix OOM check for access control        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11506        Credit to oss-fuzz	11506	plugins/ua_accesscontrol_default.c;plugins/ua_accesscontrol_default.h;plugins/ua_config_default.c	177;215;229;20;247
open62541-20181130-f4f8cdc4c	f4f8cdc4c	94d61b6c1	Fri Nov 30 08:49:51 2018 +0100	Stack: Fix heap use after free	commit f4f8cdc4c344ad75051f3785a53a956a644cba05Author: Stefan Profanter <git@s.profanter.me>Date:   Wed Nov 28 14:24:40 2018 +0100    Stack: Fix heap use after free        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11484        Credit to oss-fuzz	11484	src/ua_types.c	408
open62541-20181130-f4f1c7b44	f4f1c7b44	0b06e658f	Fri Nov 30 08:49:51 2018 +0100	Stack: Fix invalid memory access if OOM	commit f4f1c7b4473204ac71b1d3bf2abea8048c43c86bAuthor: Stefan Profanter <git@s.profanter.me>Date:   Wed Nov 28 14:02:43 2018 +0100    Stack: Fix invalid memory access if OOM        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11436        Credit to oss-fuzz	11436	plugins/ua_config_default.c	347
open62541-20180411-f925c2db3	f925c2db3	9ae25580e	Wed Apr 11 12:20:46 2018 +0200	nodestore: fix bug and return error if all node ids tested	commit f925c2db328325aac25691d226dafe2b11aab1eaAuthor: Benjamin Bara <bbara93@gmail.com>Date:   Fri Apr 6 21:34:35 2018 +0200    nodestore: fix bug and return error if all node ids tested        See https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=7340        Credit to oss-fuzz	7340	plugins/ua_nodestore_default.c	99;221;345;359
open62541-20180215-70819bf5c	70819bf5c	cdf91fe9e	Thu Feb 15 14:30:01 2018 +0000	Fix memleak only happening on fuzzer	commit 70819bf5cb0a6b5071663e750c88f1984f154588Author: Stefan Profanter <git@s.profanter.me>Date:   Mon Feb 12 14:42:57 2018 +0100    Fix memleak only happening on fuzzer        See https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=6026        Credit to oss-fuzz	6026	src/server/ua_server_binary.c	455
