FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
FFmpeg-20230506-8f0e200a12	8f0e200a12	6e98cf0280	Sat May 6 00:22:27 2023 +0200	avcodec/dpcm: fix undefined interger overflow in wady	45982	6703727013920768	libavcodec/dpcm.c	444
FFmpeg-20230506-2632e90493	2632e90493	34056a94ea	Sat May 6 00:22:26 2023 +0200	avcodec/sonic: Fix two undefined integer overflows	45982	5477177805373440	libavcodec/sonic.c	473;1013
FFmpeg-20230506-fd7352660b	fd7352660b	885ff3b879	Sat May 6 00:22:25 2023 +0200	avcodec/flacdec: Fix signed integre overflow	45982	6687553022722048	libavcodec/flacdec.c	513
FFmpeg-20230414-0ecda4fbce	0ecda4fbce	80ac1fd148	Fri Apr 14 17:56:44 2023 +0200	avcodec/rka: Fix signed integer overflow in decode_filter()	57814	4614661233573888	libavcodec/rka.c	737
FFmpeg-20230414-27e7857bd1	27e7857bd1	7c6e26a184	Fri Apr 14 17:56:36 2023 +0200	avcodec/huffyuvdec: Fix undefined behavior with shift	57554	4853603839115264	libavcodec/huffyuvdec.c	695
FFmpeg-20230402-1942dbb8ca	1942dbb8ca	5f92a19231	Sun Apr 2 23:54:47 2023 +0200	avcodec/wavarc: Fix several integer overflows	57045	637023665297817	libavcodec/wavarc.c	349;452;461
FFmpeg-20230312-87ad0a5dd7	87ad0a5dd7	8e5e578453	Sun Mar 12 22:33:12 2023 +0100	avcodec/escape124: fix signdness of end of input check	56561	5560363635834880	libavcodec/escape124.c	89
FFmpeg-20230223-49487045dd	49487045dd	4eef658ca5	Thu Feb 23 23:25:26 2023 +0100	avcodec/bink: Fix off by 1 error in ref end	48567	6657932926517248	libavcodec/bink.c	870
FFmpeg-20230222-d495747a9f	d495747a9f	b3df7ca748	Wed Feb 22 18:01:51 2023 +0100	avcodec/rka: Fix some integer anomalies	integeroverflow:-76470276*-25608cannotberepresentedintype'int'
		libavcodec/rka.c	723
FFmpeg-20230222-b3df7ca748	b3df7ca748	53c1f5c2e2	Wed Feb 22 18:01:51 2023 +0100	avformat/rka: Fix 1/0 with bps=1	55940	6333107679920128	libavformat/rka.c	114
FFmpeg-20230111-2f48d227c1	2f48d227c1	9ea6d93218	Wed Jan 11 12:12:25 2023 +0100	avcodec/eac3dec: avoid float noise in fixed mode addition to overflow	54644	4816961584627712	libavcodec/ac3.h;libavcodec/eac3dec.c	53;73;138
FFmpeg-20230623-a4bf559683	a4bf559683	25ce1c8333	Fri Jun 23 02:06:45 2023 +0200	avcodec/utils: fix 2 integer overflows in get_audio_frame_duration()	59819	4674636538052608	libavcodec/utils.c	641
FFmpeg-20230620-6a9d13acc2	6a9d13acc2	33c9972808	Tue Jun 20 12:47:31 2023 -0400	avformat/jpegxl_anim_dec: fix out of array read using buffer padding	59828	5029813220671488	libavformat/jpegxl_anim_dec.c	112;127;142;151;182
FFmpeg-20230618-ff8a496d41	ff8a496d41	adfe003f51	Sun Jun 18 14:29:12 2023 +0200	avcodec/takdsp: Fix integer overflows	58417	5268919664640000	libavcodec/takdsp.c	28;39;50;63
FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
FFmpeg-20230506-8f0e200a12	8f0e200a12	6e98cf0280	Sat May 6 00:22:27 2023 +0200	avcodec/dpcm: fix undefined interger overflow in wady	45982	6703727013920768	libavcodec/dpcm.c	444
FFmpeg-20230506-2632e90493	2632e90493	34056a94ea	Sat May 6 00:22:26 2023 +0200	avcodec/sonic: Fix two undefined integer overflows	45982	5477177805373440	libavcodec/sonic.c	473;1013
FFmpeg-20230506-fd7352660b	fd7352660b	885ff3b879	Sat May 6 00:22:25 2023 +0200	avcodec/flacdec: Fix signed integre overflow	45982	6687553022722048	libavcodec/flacdec.c	513
FFmpeg-20230414-0ecda4fbce	0ecda4fbce	80ac1fd148	Fri Apr 14 17:56:44 2023 +0200	avcodec/rka: Fix signed integer overflow in decode_filter()	57814	4614661233573888	libavcodec/rka.c	737
FFmpeg-20230414-27e7857bd1	27e7857bd1	7c6e26a184	Fri Apr 14 17:56:36 2023 +0200	avcodec/huffyuvdec: Fix undefined behavior with shift	57554	4853603839115264	libavcodec/huffyuvdec.c	695
FFmpeg-20230402-1942dbb8ca	1942dbb8ca	5f92a19231	Sun Apr 2 23:54:47 2023 +0200	avcodec/wavarc: Fix several integer overflows	57045	637023665297817	libavcodec/wavarc.c	349;452;461
FFmpeg-20230312-87ad0a5dd7	87ad0a5dd7	8e5e578453	Sun Mar 12 22:33:12 2023 +0100	avcodec/escape124: fix signdness of end of input check	56561	5560363635834880	libavcodec/escape124.c	89
FFmpeg-20230223-49487045dd	49487045dd	4eef658ca5	Thu Feb 23 23:25:26 2023 +0100	avcodec/bink: Fix off by 1 error in ref end	48567	6657932926517248	libavcodec/bink.c	870
FFmpeg-20230222-d495747a9f	d495747a9f	b3df7ca748	Wed Feb 22 18:01:51 2023 +0100	avcodec/rka: Fix some integer anomalies	integeroverflow:-76470276*-25608cannotberepresentedintype'int'
		libavcodec/rka.c	723
FFmpeg-20230222-b3df7ca748	b3df7ca748	53c1f5c2e2	Wed Feb 22 18:01:51 2023 +0100	avformat/rka: Fix 1/0 with bps=1	55940	6333107679920128	libavformat/rka.c	114
FFmpeg-20230111-2f48d227c1	2f48d227c1	9ea6d93218	Wed Jan 11 12:12:25 2023 +0100	avcodec/eac3dec: avoid float noise in fixed mode addition to overflow	54644	4816961584627712	libavcodec/ac3.h;libavcodec/eac3dec.c	53;73;138
FFmpeg-20221204-9bfae83856	9bfae83856	ee650398ec	Sun Dec 4 21:45:19 2022 +0100	avcodec/wavpack: Fix overflow in p=31	50930	6319201949712384	libavcodec/wavpack.c	126
FFmpeg-20220924-b1a68127bb	b1a68127bb	0345a88545	Sat Sep 24 17:57:37 2022 +0200	avformat/jacosubdec: Fix overflow in get_shift()	signedintegeroverflow:48214448*60cannotberepresentedintype'int'

Found-by:continuousfuzzingprocesshttps:		libavformat/jacosubdec.c	144
FFmpeg-20220916-f05247f6a4	f05247f6a4	67250ee8d2	Fri Sep 16 21:30:59 2022 +0200	avcodec/apedec: Fix integer overflow in filter_3800()	48798	5739619273015296	libavcodec/apedec.c	934
FFmpeg-20220712-1537f40516	1537f40516	4f9ee4bf43	Tue Jul 12 21:55:22 2022 +0200	avcodec/sbrdsp_fixed: Fix integer overflows in sbr_qmf_deint_neg_c()	46993	4759025234870272	libavcodec/sbrdsp_fixed.c	114
FFmpeg-20220704-94901a9518	94901a9518	c9a2506de9	Mon Jul 4 14:00:25 2022 -0300	avformat/matroskadec: fix setting channel layout using the Channels element	48099	6754782204788736	libavformat/matroskadec.c	2950
FFmpeg-20220623-6a82412bf3	6a82412bf3	b7e30a13d4	Thu Jun 23 22:03:02 2022 +0200	avcodec/jpeglsdec: fix end check for xfrm	47871	5646305956855808	libavcodec/jpeglsdec.c	484;504
FFmpeg-20230623-a4bf559683	a4bf559683	25ce1c8333	Fri Jun 23 02:06:45 2023 +0200	avcodec/utils: fix 2 integer overflows in get_audio_frame_duration()	59819	4674636538052608	libavcodec/utils.c	641
FFmpeg-20230620-6a9d13acc2	6a9d13acc2	33c9972808	Tue Jun 20 12:47:31 2023 -0400	avformat/jpegxl_anim_dec: fix out of array read using buffer padding	59828	5029813220671488	libavformat/jpegxl_anim_dec.c	112;127;142;151;182
FFmpeg-20230618-ff8a496d41	ff8a496d41	adfe003f51	Sun Jun 18 14:29:12 2023 +0200	avcodec/takdsp: Fix integer overflows	58417	5268919664640000	libavcodec/takdsp.c	28;39;50;63
FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
FFmpeg-20230506-8f0e200a12	8f0e200a12	6e98cf0280	Sat May 6 00:22:27 2023 +0200	avcodec/dpcm: fix undefined interger overflow in wady	45982	6703727013920768	libavcodec/dpcm.c	444
FFmpeg-20230506-2632e90493	2632e90493	34056a94ea	Sat May 6 00:22:26 2023 +0200	avcodec/sonic: Fix two undefined integer overflows	45982	5477177805373440	libavcodec/sonic.c	473;1013
FFmpeg-20230506-fd7352660b	fd7352660b	885ff3b879	Sat May 6 00:22:25 2023 +0200	avcodec/flacdec: Fix signed integre overflow	45982	6687553022722048	libavcodec/flacdec.c	513
FFmpeg-20230414-0ecda4fbce	0ecda4fbce	80ac1fd148	Fri Apr 14 17:56:44 2023 +0200	avcodec/rka: Fix signed integer overflow in decode_filter()	57814	4614661233573888	libavcodec/rka.c	737
FFmpeg-20230414-27e7857bd1	27e7857bd1	7c6e26a184	Fri Apr 14 17:56:36 2023 +0200	avcodec/huffyuvdec: Fix undefined behavior with shift	57554	4853603839115264	libavcodec/huffyuvdec.c	695
FFmpeg-20230402-1942dbb8ca	1942dbb8ca	5f92a19231	Sun Apr 2 23:54:47 2023 +0200	avcodec/wavarc: Fix several integer overflows	57045	637023665297817	libavcodec/wavarc.c	349;452;461
FFmpeg-20230312-87ad0a5dd7	87ad0a5dd7	8e5e578453	Sun Mar 12 22:33:12 2023 +0100	avcodec/escape124: fix signdness of end of input check	56561	5560363635834880	libavcodec/escape124.c	89
FFmpeg-20230223-49487045dd	49487045dd	4eef658ca5	Thu Feb 23 23:25:26 2023 +0100	avcodec/bink: Fix off by 1 error in ref end	48567	6657932926517248	libavcodec/bink.c	870
FFmpeg-20230222-d495747a9f	d495747a9f	b3df7ca748	Wed Feb 22 18:01:51 2023 +0100	avcodec/rka: Fix some integer anomalies	integeroverflow:-76470276*-25608cannotberepresentedintype'int'
		libavcodec/rka.c	723
FFmpeg-20230222-b3df7ca748	b3df7ca748	53c1f5c2e2	Wed Feb 22 18:01:51 2023 +0100	avformat/rka: Fix 1/0 with bps=1	55940	6333107679920128	libavformat/rka.c	114
FFmpeg-20230111-2f48d227c1	2f48d227c1	9ea6d93218	Wed Jan 11 12:12:25 2023 +0100	avcodec/eac3dec: avoid float noise in fixed mode addition to overflow	54644	4816961584627712	libavcodec/ac3.h;libavcodec/eac3dec.c	53;73;138
FFmpeg-20221204-9bfae83856	9bfae83856	ee650398ec	Sun Dec 4 21:45:19 2022 +0100	avcodec/wavpack: Fix overflow in p=31	50930	6319201949712384	libavcodec/wavpack.c	126
FFmpeg-20220924-b1a68127bb	b1a68127bb	0345a88545	Sat Sep 24 17:57:37 2022 +0200	avformat/jacosubdec: Fix overflow in get_shift()	signedintegeroverflow:48214448*60cannotberepresentedintype'int'

Found-by:continuousfuzzingprocesshttps:		libavformat/jacosubdec.c	144
FFmpeg-20220916-f05247f6a4	f05247f6a4	67250ee8d2	Fri Sep 16 21:30:59 2022 +0200	avcodec/apedec: Fix integer overflow in filter_3800()	48798	5739619273015296	libavcodec/apedec.c	934
FFmpeg-20220712-1537f40516	1537f40516	4f9ee4bf43	Tue Jul 12 21:55:22 2022 +0200	avcodec/sbrdsp_fixed: Fix integer overflows in sbr_qmf_deint_neg_c()	46993	4759025234870272	libavcodec/sbrdsp_fixed.c	114
FFmpeg-20220704-94901a9518	94901a9518	c9a2506de9	Mon Jul 4 14:00:25 2022 -0300	avformat/matroskadec: fix setting channel layout using the Channels element	48099	6754782204788736	libavformat/matroskadec.c	2950
FFmpeg-20220623-6a82412bf3	6a82412bf3	b7e30a13d4	Thu Jun 23 22:03:02 2022 +0200	avcodec/jpeglsdec: fix end check for xfrm	47871	5646305956855808	libavcodec/jpeglsdec.c	484;504
FFmpeg-20230623-a4bf559683	a4bf559683	25ce1c8333	Fri Jun 23 02:06:45 2023 +0200	avcodec/utils: fix 2 integer overflows in get_audio_frame_duration()	59819	4674636538052608	libavcodec/utils.c	641
FFmpeg-20230620-6a9d13acc2	6a9d13acc2	33c9972808	Tue Jun 20 12:47:31 2023 -0400	avformat/jpegxl_anim_dec: fix out of array read using buffer padding	59828	5029813220671488	libavformat/jpegxl_anim_dec.c	112;127;142;151;182
FFmpeg-20230618-ff8a496d41	ff8a496d41	adfe003f51	Sun Jun 18 14:29:12 2023 +0200	avcodec/takdsp: Fix integer overflows	58417	5268919664640000	libavcodec/takdsp.c	28;39;50;63
FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
FFmpeg-20230506-8f0e200a12	8f0e200a12	6e98cf0280	Sat May 6 00:22:27 2023 +0200	avcodec/dpcm: fix undefined interger overflow in wady	45982	6703727013920768	libavcodec/dpcm.c	444
FFmpeg-20230506-2632e90493	2632e90493	34056a94ea	Sat May 6 00:22:26 2023 +0200	avcodec/sonic: Fix two undefined integer overflows	45982	5477177805373440	libavcodec/sonic.c	473;1013
FFmpeg-20230506-fd7352660b	fd7352660b	885ff3b879	Sat May 6 00:22:25 2023 +0200	avcodec/flacdec: Fix signed integre overflow	45982	6687553022722048	libavcodec/flacdec.c	513
FFmpeg-20230414-0ecda4fbce	0ecda4fbce	80ac1fd148	Fri Apr 14 17:56:44 2023 +0200	avcodec/rka: Fix signed integer overflow in decode_filter()	57814	4614661233573888	libavcodec/rka.c	737
FFmpeg-20230414-27e7857bd1	27e7857bd1	7c6e26a184	Fri Apr 14 17:56:36 2023 +0200	avcodec/huffyuvdec: Fix undefined behavior with shift	57554	4853603839115264	libavcodec/huffyuvdec.c	695
FFmpeg-20230402-1942dbb8ca	1942dbb8ca	5f92a19231	Sun Apr 2 23:54:47 2023 +0200	avcodec/wavarc: Fix several integer overflows	57045	637023665297817	libavcodec/wavarc.c	349;452;461
FFmpeg-20230312-87ad0a5dd7	87ad0a5dd7	8e5e578453	Sun Mar 12 22:33:12 2023 +0100	avcodec/escape124: fix signdness of end of input check	56561	5560363635834880	libavcodec/escape124.c	89
FFmpeg-20230223-49487045dd	49487045dd	4eef658ca5	Thu Feb 23 23:25:26 2023 +0100	avcodec/bink: Fix off by 1 error in ref end	48567	6657932926517248	libavcodec/bink.c	870
FFmpeg-20230222-d495747a9f	d495747a9f	b3df7ca748	Wed Feb 22 18:01:51 2023 +0100	avcodec/rka: Fix some integer anomalies	integeroverflow:-76470276*-25608cannotberepresentedintype'int'
		libavcodec/rka.c	723
FFmpeg-20230222-b3df7ca748	b3df7ca748	53c1f5c2e2	Wed Feb 22 18:01:51 2023 +0100	avformat/rka: Fix 1/0 with bps=1	55940	6333107679920128	libavformat/rka.c	114
FFmpeg-20230111-2f48d227c1	2f48d227c1	9ea6d93218	Wed Jan 11 12:12:25 2023 +0100	avcodec/eac3dec: avoid float noise in fixed mode addition to overflow	54644	4816961584627712	libavcodec/ac3.h;libavcodec/eac3dec.c	53;73;138
FFmpeg-20221204-9bfae83856	9bfae83856	ee650398ec	Sun Dec 4 21:45:19 2022 +0100	avcodec/wavpack: Fix overflow in p=31	50930	6319201949712384	libavcodec/wavpack.c	126
FFmpeg-20220924-b1a68127bb	b1a68127bb	0345a88545	Sat Sep 24 17:57:37 2022 +0200	avformat/jacosubdec: Fix overflow in get_shift()	signedintegeroverflow:48214448*60cannotberepresentedintype'int'

Found-by:continuousfuzzingprocesshttps:		libavformat/jacosubdec.c	144
FFmpeg-20220916-f05247f6a4	f05247f6a4	67250ee8d2	Fri Sep 16 21:30:59 2022 +0200	avcodec/apedec: Fix integer overflow in filter_3800()	48798	5739619273015296	libavcodec/apedec.c	934
FFmpeg-20220712-1537f40516	1537f40516	4f9ee4bf43	Tue Jul 12 21:55:22 2022 +0200	avcodec/sbrdsp_fixed: Fix integer overflows in sbr_qmf_deint_neg_c()	46993	4759025234870272	libavcodec/sbrdsp_fixed.c	114
FFmpeg-20220704-94901a9518	94901a9518	c9a2506de9	Mon Jul 4 14:00:25 2022 -0300	avformat/matroskadec: fix setting channel layout using the Channels element	48099	6754782204788736	libavformat/matroskadec.c	2950
FFmpeg-20220623-6a82412bf3	6a82412bf3	b7e30a13d4	Thu Jun 23 22:03:02 2022 +0200	avcodec/jpeglsdec: fix end check for xfrm	47871	5646305956855808	libavcodec/jpeglsdec.c	484;504
FFmpeg-20230623-a4bf559683	a4bf559683	25ce1c8333	Fri Jun 23 02:06:45 2023 +0200	avcodec/utils: fix 2 integer overflows in get_audio_frame_duration()	59819	4674636538052608	libavcodec/utils.c	641
FFmpeg-20230620-6a9d13acc2	6a9d13acc2	33c9972808	Tue Jun 20 12:47:31 2023 -0400	avformat/jpegxl_anim_dec: fix out of array read using buffer padding	59828	5029813220671488	libavformat/jpegxl_anim_dec.c	112;127;142;151;182
FFmpeg-20230618-ff8a496d41	ff8a496d41	adfe003f51	Sun Jun 18 14:29:12 2023 +0200	avcodec/takdsp: Fix integer overflows	58417	5268919664640000	libavcodec/takdsp.c	28;39;50;63
FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
FFmpeg-20230506-8f0e200a12	8f0e200a12	6e98cf0280	Sat May 6 00:22:27 2023 +0200	avcodec/dpcm: fix undefined interger overflow in wady	45982	6703727013920768	libavcodec/dpcm.c	444
FFmpeg-20230506-2632e90493	2632e90493	34056a94ea	Sat May 6 00:22:26 2023 +0200	avcodec/sonic: Fix two undefined integer overflows	45982	5477177805373440	libavcodec/sonic.c	473;1013
FFmpeg-20230506-fd7352660b	fd7352660b	885ff3b879	Sat May 6 00:22:25 2023 +0200	avcodec/flacdec: Fix signed integre overflow	45982	6687553022722048	libavcodec/flacdec.c	513
FFmpeg-20230414-0ecda4fbce	0ecda4fbce	80ac1fd148	Fri Apr 14 17:56:44 2023 +0200	avcodec/rka: Fix signed integer overflow in decode_filter()	57814	4614661233573888	libavcodec/rka.c	737
FFmpeg-20230414-27e7857bd1	27e7857bd1	7c6e26a184	Fri Apr 14 17:56:36 2023 +0200	avcodec/huffyuvdec: Fix undefined behavior with shift	57554	4853603839115264	libavcodec/huffyuvdec.c	695
FFmpeg-20230402-1942dbb8ca	1942dbb8ca	5f92a19231	Sun Apr 2 23:54:47 2023 +0200	avcodec/wavarc: Fix several integer overflows	57045	637023665297817	libavcodec/wavarc.c	349;452;461
FFmpeg-20230312-87ad0a5dd7	87ad0a5dd7	8e5e578453	Sun Mar 12 22:33:12 2023 +0100	avcodec/escape124: fix signdness of end of input check	56561	5560363635834880	libavcodec/escape124.c	89
FFmpeg-20230223-49487045dd	49487045dd	4eef658ca5	Thu Feb 23 23:25:26 2023 +0100	avcodec/bink: Fix off by 1 error in ref end	48567	6657932926517248	libavcodec/bink.c	870
FFmpeg-20230222-d495747a9f	d495747a9f	b3df7ca748	Wed Feb 22 18:01:51 2023 +0100	avcodec/rka: Fix some integer anomalies	integeroverflow:-76470276*-25608cannotberepresentedintype'int'
		libavcodec/rka.c	723
FFmpeg-20230623-a4bf559683	a4bf559683	25ce1c8333	Fri Jun 23 02:06:45 2023 +0200	avcodec/utils: fix 2 integer overflows in get_audio_frame_duration()	59819	4674636538052608	libavcodec/utils.c	641
FFmpeg-20230620-6a9d13acc2	6a9d13acc2	33c9972808	Tue Jun 20 12:47:31 2023 -0400	avformat/jpegxl_anim_dec: fix out of array read using buffer padding	59828	5029813220671488	libavformat/jpegxl_anim_dec.c	112;127;142;151;182
FFmpeg-20230618-ff8a496d41	ff8a496d41	adfe003f51	Sun Jun 18 14:29:12 2023 +0200	avcodec/takdsp: Fix integer overflows	58417	5268919664640000	libavcodec/takdsp.c	28;39;50;63
FFmpeg-20230506-722ff74055	722ff74055	8f0e200a12	Sat May 6 00:32:29 2023 +0200	avcodec/adpcm: Fix integer overflow in intermediate in ADPCM_XMD	45982	6690181676924928	libavcodec/adpcm.c	1579
