clamav-20230612-89cd0df3d	89cd0df3d	ca6b9beea	Mon Jun 12 16:08:26 2023 -0700	Fixing overread when unpacking PE files	commit 89cd0df3d7d4c2163d79056b5c0ec55c4992c8f4Author: m-sola <msola@sourcefire.com>Date:   Mon Jun 12 19:08:26 2023 -0400    Fixing overread when unpacking PE files        A buffer over-read may occur when unpacking wwpack'd PE files if the    file is very small.    This commit adds a CLI_CONTAINS buffer wrap check to ensure we aren't    reading beyond the exe buffer.        We determined that this issue is not a vulnerability.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57374	57374	libclamav/wwunpack.c	231
clamav-20230426-4d2517ad3	4d2517ad3	c45a15e2f	Wed Apr 26 11:19:26 2023 -0700	Fix small leak in VBA parser	commit 4d2517ad3554ebd74b39fcbc46c6bc4435b4343cAuthor: Micah Snyder <micasnyd@cisco.com>Date:   Tue Apr 25 20:33:55 2023 -0700    Fix small leak in VBA parser        Fixed a leak introduced by a recent bug fix in the VBA parser.        Fixes: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58301	58301	libclamav/scanners.c	1655
clamav-20230426-ba34bc033	ba34bc033	a08377f9c	Wed Apr 26 10:43:13 2023 -0700	Coverity and OSS-Fuzz fixes in PDF module	commit ba34bc033c32a22fefe18985e186777390c2dc1cAuthor: Micah Snyder <micasnyd@cisco.com>Date:   Wed Apr 19 16:10:16 2023 -0700    Coverity and OSS-Fuzz fixes in PDF module        Prevent double-extraction of same PDF object        Two indirect references to the same PDF object may cause it to try to    extract that object twice. This also may cause it to set the extraction    path twice, which leaks the memory from the first time.        This commit records when object extraction is attempted and prevents    doing it again. It also adds a couple extra checks to make sure that the    object path string is not leaked.        Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=58072        Also:        - Coverity-317959: Fix complaint about logically dead code. No need to      check if UE variable is NULL because we would've returned earlier if it      was NULL.        - A bunch of medium-severity coverity issues for PDF parser regarding      checking if a `pdf` pointer is NULL after dereferencing it.        - Coverity-192930: bytes_remaining was being checked twice in a row      without chainging it. Turns out we should have been changing it after      moving the `index` pointer.        - Coverity-192920: Switch to use CLI_REALLOC instead of cli_realloc2.      This is because cli_realloc2 would free `pdf->objs` on failure and we      still need it.	58072	libclamav/pdf.c;libclamav/pdf.h	480;548;927;1049;1444;1482;2919;3727;3849;3862;3875;3888;3901;3914;3927;3940;3950;3985;3998;4011;4024;4037;4066;4079;4092;4102;4130;4158;4186;4214;4242;4270;4298;4329;4342;4355;4365;4381;4444;4457;4568;49
clamav-20230424-f79f94215	f79f94215	629c018f0	Mon Apr 24 11:04:41 2023 -0700	html-norm: fix memcpy negative size param	commit f79f9421504375d1f970636a891681a67c5dea2aAuthor: m-sola <msola@sourcefire.com>Date:   Mon Apr 24 14:04:41 2023 -0400    html-norm: fix memcpy negative size param        The pointer used to index an HTML file during normalization may be    rewound to an earlier location if encoded javascript (screnc) is    detected while processing the line.        If a <style>-tag was also found in the line after the screnc bytes    then the check for the size of the style-chunk will be "negative"    and would result in a massive memcpy.        This issue was introduced during 1.1 development.        This commit ensures the style chunk size may not be negative.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=57327	57327	libclamav/htmlnorm.c	1824
clamav-20230331-b90d11a85	b90d11a85	4c5d5480a	Fri Mar 31 18:43:14 2023 -0700	Fix heap overflow read in javascript normalizer module	commit b90d11a854894f135ba4510cd817409253374ebcAuthor: m-sola <msola@sourcefire.com>Date:   Fri Mar 31 21:43:14 2023 -0400    Fix heap overflow read in javascript normalizer module        This buffer overflow read is not a vulnerability.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=54339	54339	libclamav/jsparse/js-norm.c	787
clamav-20230203-652b14186	652b14186	d9a0f6ad8	Fri Feb 3 13:24:46 2023 -0800	Fix heap overflow read when reading PDB signatures	commit 652b1418646132cf25d9d3cd32dd03b9fd94d94dAuthor: ragusaa <54862477+ragusaa@users.noreply.github.com>Date:   Fri Feb 3 16:24:46 2023 -0500    Fix heap overflow read when reading PDB signatures        This buffer overflow read is not a vulnerability.        This commit fixes the bug by handling the case of an empty regex string.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47506	47506	libclamav/regex_list.c	403;422;432
clamav-20230203-d9a0f6ad8	d9a0f6ad8	efcc0c63c	Fri Feb 3 12:04:04 2023 -0800	Fix possible stack overflow read when parsing WDB signatures	commit d9a0f6ad871b9fd5c8fc05b72427b31559d2979eAuthor: ragusaa <54862477+ragusaa@users.noreply.github.com>Date:   Fri Feb 3 15:04:04 2023 -0500    Fix possible stack overflow read when parsing WDB signatures        While searching for the end of the character class ']', there was no    bounds checking to prevent reading past the end of the regular    expression.        This commit fixes the issue by adding length checking to regex_parsing.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47780	47780	libclamav/regex_suffix.c	135;179;190;201;213;227;253;290;313;456;477
clamav-20230201-efcc0c63c	efcc0c63c	6fb4620b6	Wed Feb 1 19:09:41 2023 -0800	Fix possible index out of bounds when loading CRB signatures	commit efcc0c63c3018a7225228809caa79575b32a9d8bAuthor: ragusaa <54862477+ragusaa@users.noreply.github.com>Date:   Wed Feb 1 22:09:41 2023 -0500    Fix possible index out of bounds when loading CRB signatures        This out of bounds issue is not a vulnerability.        This commit fixes the issue by adding string length validation to public key strings.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=43824	43824	libclamav/readdb.c	1206;1221;3418
clamav-20220916-030180804	030180804	3dc50c83a	Fri Sep 16 17:55:41 2022 -0700	Fix benign overread in HTML/js-norm parser	commit 030180804bf8f5dc38d6b047e553282f4d75a36dAuthor: Micah Snyder <micasnyd@cisco.com>Date:   Tue Mar 15 17:54:26 2022 -0700    Fix benign overread in HTML/js-norm parser        Fix a possible overread in `handle_de()` where we dereference tokens    without boundchecking. The over-read does not cause a crash.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=44849        Also clean up very sloppy bounds checking in `match_parameters()`.    I don't have any evidence of an overflow. The code just looks sus.        Eliminated a benign warning in `cli_js_process_buffer()`.	44849	libclamav/jsparse/js-norm.c	69;471;690;824;986;996;1702
clamav-20220610-fdf23d500	fdf23d500	55b2eafc8	Fri Jun 10 09:11:57 2022 -0700	Fix possible 2-byte overread when adding sig pattern	commit fdf23d500a7d3987d72533c73a26788d732a2256Author: Micah Snyder <micasnyd@cisco.com>Date:   Sat Jun 4 12:08:51 2022 -0700    Fix possible 2-byte overread when adding sig pattern        It is possible to create a signature pattern that tries to add a    zero-byte matching pattern to the A-C trie. A missing check at this    stage can end up with a 2-byte overread when indexing the (empty)    pattern to make sure the bytes added to the A-C trie are static and    not both zero.        This over read issue is not a vulnerability.        This commit fixes the issue by adding a check for the pattern length.        Resolves: https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=43832        Also added:    - type casts and a "fall-through" comment to silence compile warnings.    - a few additional length checks to protect against an additional 1-byte    over read.	43832	libclamav/matcher-ac.c	769;1102;1128;1894;2872;2914;2924;2980
