1b7b0bae	152ab7c5	Wed Jun 28 12:20:12 2023 +0300	Fix CI for macOS nix (SIP)
06a12f99	d81a554c	Tue Jun 20 17:29:11 2023 +0800	Fix nonexisting functions in documentation.
d81a554c	7452cae1	Fri Jun 16 12:04:27 2023 +0800	Fix mentioned clang-format version to 11.0.0
da691332	32149bea	Tue Jun 13 15:01:56 2023 +0300	Fix test_rnpcfg_get_expiration.
32149bea	12133aad	Fri Jun 9 16:20:44 2023 +0400	Fix possible memory leak during ElGamal key generation with OpenSSL 3.0 backend.
feed13c2	ca653c1f	Sun Jun 4 16:56:33 2023 +0800	Fix KBX parsing code.
ed195f81	5323c062	Tue May 30 17:44:43 2023 +0300	Fix \'unused variable\' warnings in fuzzers.
5323c062	a8e9663f	Tue May 30 17:44:43 2023 +0300	Fix Botan3 deprecations.
59d02d41	872a6134	Tue May 30 20:59:35 2023 +0800	Fix oss-fuzz issue 58598: stop earlier on large amount of unknown packets.
0a39b917	c3a54822	Fri May 26 00:42:50 2023 +0200	Fix test_cipher_aes_128_ocb() failure with Botan 3.
b455faf2	f6aeed2b	Mon May 22 11:47:17 2023 +0300	Fixed secure_vector/secure_array for MSVC/Clang-cl debug configuration
23535885	fce8f06e	Mon May 22 11:47:17 2023 +0300	Fixed failing CI test
f0ede7e5	8f7b2f27	Wed May 10 01:01:26 2023 +0800	CMake: fix backend variable description.
fd2169b9	45d69a6a	Sun Apr 30 12:44:36 2023 +0300	Fix oss-fuzz issue 27801: possible timeout during the packet dumping.
45d69a6a	bed09d0e	Fri Apr 28 22:40:14 2023 +0300	Botan2 MacOS fix
2da4a4e4	e2b2c49e	Wed Apr 19 23:23:15 2023 +0800	Fixed compiler and linker warnings on MacOS
4ca3cebd	68edd18d	Sat Apr 15 11:34:05 2023 +0300	Fixed type mismatch on Windows
a2cb2396	8722c279	Fri Apr 14 00:34:37 2023 +0800	Fix GCC 12.2 compilation issue (conflicting declaration).
02c89528	ceff19e0	Tue Apr 11 18:48:41 2023 +0800	Fix \'Use of 32-bit time_t\' Coverity issues.
ceff19e0	e759a224	Mon Apr 10 22:48:42 2023 +0900	Fixed typo
e759a224	cadd1a19	Mon Apr 10 22:48:42 2023 +0900	Fixing configuration inconsistency on Windows with OpenSSL::applink
b693a358	59bc0139	Mon Apr 3 23:12:11 2023 +0400	Fix nullptr, which could be passed as non-null parameter of closedir.
59bc0139	7f848a9a	Sun Apr 2 17:54:05 2023 +0400	Fix typo with unnamed variable in stream-parse and update tests.
7c436ea4	30e1ffb6	Fri Mar 31 12:11:07 2023 +0300	Fixed Clang/native Windows initialization issue, disabled CRT warnings for native Windows builds
4aa420d2	51e7c47a	Sun Mar 26 14:23:14 2023 +0300	Fixed nix workflow
d1915c1e	b24f9d2d	Thu Mar 23 15:11:24 2023 +0200	Temporary sexp version fixup
3730262d	58497171	Fri Mar 17 11:52:22 2023 +0200	Fixed packaging tests
8d435eaf	573894cd	Thu Feb 16 06:40:47 2023 +0400	AEAD: fix incorrect behaviour in case of different algos used for CEK/KEK.
05871f08	97196618	Wed Jan 18 10:33:55 2023 +0800	Fix \'runtime error: null pointer passed as argument 2, which is declared to never be null\'.
97196618	5b8b3295	Wed Jan 18 10:33:55 2023 +0800	Fix tests which changed behaviour due to added g23 format support.
