openjpeg-20220812-be955619	be955619	49fea5c4	Fri Aug 12 15:48:41 2022 +0200	Fix Heap-buffer-overflow READ in opj_jp2_apply_pclr (#1441)	commit be95561917aa9b1d8ea4614820a534917cfa6bbeAuthor: Aleks L <93376818+sashashura@users.noreply.github.com>Date:   Fri Aug 12 14:48:41 2022 +0100    Fix Heap-buffer-overflow READ in opj_jp2_apply_pclr (#1441)        The issue was found while fuzzing opencv:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47342        The read overflow triggered by reading `src[j]` in    ```cpp                for (j = 0; j < max; ++j) {                    dst[j] = src[j];                }    ```    The max is calculated as `new_comps[pcol].w * new_comps[pcol].h`, however the `src = old_comps[cmp].data;` which may have different `w` and `h` dimensions.	47342	src/lib/openjp2/jp2.c	1108
openjpeg-20220210-3837ff1b	3837ff1b	883c31db 1462e940	Thu Feb 10 15:13:49 2022 +0100	Merge pull request #1408 from rouault/fix_ossfuzz_44544	commit 3837ff1b1ac3ad81ec73024140a5e5eb1794123eMerge: 883c31db 1462e940Author: Even Rouault <even.rouault@spatialys.com>Date:   Thu Feb 10 15:13:49 2022 +0100    Merge pull request #1408 from rouault/fix_ossfuzz_44544        Avoid integer overflows in DWT. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=44544	44544	src/lib/openjp2/dwt.c	801
openjpeg-20220210-1462e940	1462e940	883c31db	Thu Feb 10 14:30:13 2022 +0100	Avoid integer overflows in DWT. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=44544	commit 1462e9403fb7d1186e999701dfe72980262a089cAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Thu Feb 10 14:30:13 2022 +0100    Avoid integer overflows in DWT. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=44544	44544	src/lib/openjp2/dwt.c	801
openjpeg-20210903-badbd93a	badbd93a	172583ab	Fri Sep 3 15:17:56 2021 +0200	Avoid integer overflows in DWT. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11700 and https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=30646	commit badbd93af92836c7a38ef069d410a829e2575ce2Author: Even Rouault <even.rouault@spatialys.com>Date:   Fri Sep 3 15:17:56 2021 +0200    Avoid integer overflows in DWT. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=11700 and https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=30646	11700	src/lib/openjp2/dwt.c;src/lib/openjp2/opj_intmath.h	385;450;796;2343;2484;276
openjpeg-20191117-4cb1f663	4cb1f663	5875a6b4	Sun Nov 17 01:18:26 2019 +0100	pi.c: avoid integer overflow, resulting in later invalid access to memory in opj_t2_decode_packets(). Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=18979	commit 4cb1f663049aab96e122d1ff16f601d0cc0be976Author: Even Rouault <even.rouault@spatialys.com>Date:   Sun Nov 17 01:18:26 2019 +0100    pi.c: avoid integer overflow, resulting in later invalid access to memory in opj_t2_decode_packets(). Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=18979	18979	src/lib/openjp2/pi.c;src/lib/openjp2/pi.h	376;508;639;102
openjpeg-20180620-41706816	41706816	0c913b0a	Wed Jun 20 15:28:53 2018 +0200	Add test cases for https://github.com/uclouvain/openjpeg/issues/1120 and https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785	commit 4170681661126bc9c1348a0183633dc2f4fc8b05Author: Even Rouault <even.rouault@spatialys.com>Date:   Wed Jun 20 15:06:16 2018 +0200    Add test cases for https://github.com/uclouvain/openjpeg/issues/1120 and https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785	2785	tests/nonregression/md5refs.txt;tests/nonregression/test_suite.ctest.in;tools/travis-ci/knownfailures-Ubuntu12.04-gcc4.6.3-i386-Release-3rdP.txt;tools/travis-ci/knownfailures-Ubuntu12.04-gcc4.6.4-i386-Release-3rdP.txt;tools/travis-ci/knownfailures-Ubuntu14.04-gcc4.8.4-i386-Release-3rdP.txt;tools/travis-ci/knownfailures-windows-vs2010-x86-Release-3rdP.txt	316;625;45;45;45;43
openjpeg-20180620-0c913b0a	0c913b0a	832dfd18	Wed Jun 20 15:12:47 2018 +0200	Avoid assertion when running opj_j2k_merge_ppt() several time due to e6674f7ed66abdb32a0be5944f618722b6a7b5d5 revert. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785	commit 0c913b0aba409148b51ca43d45c50ae595449723Author: Even Rouault <even.rouault@spatialys.com>Date:   Wed Jun 20 14:54:09 2018 +0200    Avoid assertion when running opj_j2k_merge_ppt() several time due to e6674f7ed66abdb32a0be5944f618722b6a7b5d5 revert. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785	2785	src/lib/openjp2/j2k.c	4094
openjpeg-20180620-832dfd18	832dfd18	fd205f45	Wed Jun 20 14:54:20 2018 +0200	Revert "Avoid assertion in opj_j2k_merge_ppt() in case premature EOC is encountered in opj_j2k_read_tile_header(). Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785. Credit to OSS Fuzz" (fixes #1120)	commit 832dfd18665da08745748bde2d2563f00c7cd9e7Author: Even Rouault <even.rouault@spatialys.com>Date:   Wed Jun 20 14:38:41 2018 +0200    Revert "Avoid assertion in opj_j2k_merge_ppt() in case premature EOC is encountered in opj_j2k_read_tile_header(). Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=2785. Credit to OSS Fuzz" (fixes #1120)        This reverts commit 9906fbf737692486cebabe98169988d818e2e66a.    which broke decoding of images where TNsot == 0	2785	src/lib/openjp2/j2k.c	8845
openjpeg-20170908-28094e1e	28094e1e	33167ddc	Fri Sep 8 10:56:49 2017 +0200	opj_tcd_mct_decode(): avoid heap buffer overflow when components have not the same number of resolutions. Also fixes an issue with subtile decoding. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=3331. Credit to OSS Fuzz	commit 28094e1ebfa420f9a0bdc7a11b8d4ee5f154db35Author: Even Rouault <even.rouault@spatialys.com>Date:   Fri Sep 8 10:56:49 2017 +0200    opj_tcd_mct_decode(): avoid heap buffer overflow when components have not the same number of resolutions. Also fixes an issue with subtile decoding. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=3331. Credit to OSS Fuzz	3331	src/lib/openjp2/tcd.c	1520;1973
openjpeg-20170907-cc893a4e	cc893a4e	c67e1cd7	Thu Sep 7 15:32:54 2017 +0200	opj_tcd_mct_decode(): fix checks to verify MCT can be done safely. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=3305 (master only)	commit cc893a4ebfaf8c42cf1221ac82c83df91e77340bAuthor: Even Rouault <even.rouault@spatialys.com>Date:   Thu Sep 7 15:32:54 2017 +0200    opj_tcd_mct_decode(): fix checks to verify MCT can be done safely. Fixes https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=3305 (master only)	3305	src/lib/openjp2/tcd.c	1965
