OpenSC-20230321-eac9f212	eac9f212	5631e984	Tue Mar 21 15:45:44 2023 +0100	Fix file memory leak	commit eac9f21202377cb2b34246f2920504dfbd92b139Author: Veronika Hanulikova <xhanulik@fi.muni.cz>Date:   Wed Mar 8 10:06:08 2023 +0100    Fix file memory leak        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=56736	56736	src/pkcs15init/pkcs15-lib.c	3993
OpenSC-20230303-4bed31d9	4bed31d9	475b4fce	Fri Mar 3 11:25:21 2023 +0100	Fix memory leaks when reading of file fails	commit 4bed31d9f88e92e1466d25c1ccd2b83f7ad805c1Author: Veronika Hanulikova <xhanulik@fi.muni.cz>Date:   Fri Feb 10 12:20:18 2023 +0100    Fix memory leaks when reading of file fails        Free file `tmp_file` when subsequent call to    `starcos_select_fid` or `starcos_select_aid` fails.        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=54508	54508	src/libopensc/card-starcos.c	782;899;920;973;988;1002;1056;1072;1096;1107
OpenSC-20230303-cfb35259	cfb35259	c16d4e65	Fri Mar 3 11:25:21 2023 +0100	Fix memory leak	commit cfb35259357c210bfea461dac4ca31dae7faaa7dAuthor: Veronika Hanulikova <xhanulik@fi.muni.cz>Date:   Thu Feb 9 13:27:17 2023 +0100    Fix memory leak        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=54082	54082	src/libopensc/card-coolkey.c	2031
OpenSC-20221219-ce773aaa	ce773aaa	ad33a3ac	Mon Dec 19 11:27:35 2022 +0100	Fix stack-buffer-overflow	commit ce773aaaaedd37a66329e0eea3c45f30cb567fe2Author: Veronika Hanulikova <xhanulik@fi.muni.cz>Date:   Mon Dec 5 12:16:38 2022 +0100    Fix stack-buffer-overflow        When tag is found, check that output size is withing the bounds    of the buffer.        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=53536	53536	src/libopensc/card-authentic.c	190;205
OpenSC-20221115-efd4eff7	efd4eff7	e4cbf6a4	Tue Nov 15 14:45:49 2022 +0100	Fix memory leak when freeing filesystem	commit efd4eff7f9934134e404ffc12445da997cde6b11Author: Veronika Hanulikova <xhanulik@fi.muni.cz>Date:   Mon Nov 7 15:10:49 2022 +0100    Fix memory leak when freeing filesystem        When freeing blobs with pgp_iterate_blobs(), blobs in the tree    with a height higher than the given level will not be released.    Since blobs should form a tree without cycles, counting levels    can be omitted.        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=52671	52671	src/libopensc/card-openpgp.c	129;947;1150;1226;1282
OpenSC-20221013-6317b8aa	6317b8aa	a3b5f8d0	Thu Oct 13 14:02:11 2022 +0200	Fix memory leak	commit 6317b8aa98d33f3934b7405170c2366b20c3ed66Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Mon Aug 29 16:21:31 2022 +0200    Fix memory leak        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50512	50512	src/pkcs15init/profile.c	1694
OpenSC-20220820-abfe5fa2	abfe5fa2	af5dea4c	Sat Aug 20 17:28:17 2022 +0200	piv-tool: Fix memory leak	commit abfe5fa208bef939820e2d7c2c0d46ed37f7cbd1Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Wed Aug 17 17:46:03 2022 +0200    piv-tool: Fix memory leak        Thanks OSS-Fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=50299	50299	src/tools/piv-tool.c	455
OpenSC-20220803-7789abae	7789abae	08696d5b	Wed Aug 3 11:55:15 2022 +0200	pkcs15-lib: Fix cycling while selecting parent directory	commit 7789abaee6e1d0c633206e83d8373ca6ab410c95Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Sun Jul 17 19:55:47 2022 +0200    pkcs15-lib: Fix cycling while selecting parent directory        Do not select parent when path length is 0        Thanks oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=48056	48056	src/pkcs15init/pkcs15-lib.c	4030
OpenSC-20220803-08696d5b	08696d5b	0d09c096	Wed Aug 3 11:55:07 2022 +0200	Fix memory leak when deleting file	commit 08696d5bfcc7bffa88acdb4f1b0d38fe83480ab4Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Fri Jul 15 16:07:12 2022 +0200    Fix memory leak when deleting file        When 'DELETE' ACL of the file and parent fails,    free memory and return error.        Thanks oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=49125	49125	src/pkcs15init/pkcs15-lib.c	619;629
OpenSC-20220803-1dc22b14	1dc22b14	39a00643	Wed Aug 3 11:54:50 2022 +0200	piv-tool: Fix memory leaks when generating key	commit 1dc22b145a63192dbf2c8577d052e8fe5816023aAuthor: Veronika Hanulikova <vhanulik@redhat.com>Date:   Thu Jul 14 11:16:05 2022 +0200    piv-tool: Fix memory leaks when generating key        Thank oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=49077	49077	src/tools/piv-tool.c	454;480
OpenSC-20220803-39a00643	39a00643	93fac3f0	Wed Aug 3 11:54:41 2022 +0200	card-muscle: Fix undefined-shift for big key	commit 39a006432e6fcd1349e17f2699e124516a372f42Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Thu Jul 14 10:34:13 2022 +0200    card-muscle: Fix undefined-shift for big key        Ignore shift with key that is bigger than number of bits    in acl_entry.        Thank oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47783	47783	src/libopensc/card-muscle.c	122
OpenSC-20220711-d1a3039c	d1a3039c	367c3ad2	Mon Jul 11 13:35:46 2022 +0200	Fix buffer overflow	commit d1a3039c350bf081cae132d6ffc1781d01fd55c6Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Fri Jul 1 11:16:48 2022 +0200    Fix buffer overflow        Thank oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47676	47676	src/tools/pkcs15-tool.c	1961
OpenSC-20220711-0863f2a2	0863f2a2	150f6274	Mon Jul 11 13:35:46 2022 +0200	Fix integer overflow	commit 0863f2a2e70c5462e099f8a930b587f0d0526221Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Tue Jun 14 14:44:21 2022 +0200    Fix integer overflow        Thanks oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=46736	46736	src/libopensc/errors.c	154
OpenSC-20220620-972d3292	972d3292	b1346237	Mon Jun 20 12:33:48 2022 +0200	cardos: fixed reading file information blocks (#2561)	commit 972d3292eee44e9b4c61769365a3ec651ec18f39Author: Frank Morgner <frankmorgner@gmail.com>Date:   Mon Jun 20 12:33:48 2022 +0200    cardos: fixed reading file information blocks (#2561)        fixes Stack-buffer-overflow READ    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=47035	47035	src/libopensc/card-cardos.c	496;525;547
OpenSC-20220524-e141a0d4	e141a0d4	e455e2ea	Tue May 24 13:27:51 2022 +0200	Fix integer overflow	commit e141a0d436ed06cd075c92015fc42aaa6c2c5a95Author: Veronika Hanulikova <vhanulik@redhat.com>Date:   Sat May 14 22:41:50 2022 +0200    Fix integer overflow        Thank oss-fuzz    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=46736	46736	src/libopensc/errors.c	30;49;74;84;107;122;139
